block_id,section_id,block_type,planned_start,planned_end,actual_start,actual_end,status,purpose,requesting_department,task_id
BLK-00120,SEC-004,TRAFFIC_BLOCK,2024-05-19T09:00:00,2024-05-19T12:00:00,2024-05-19T09:16:00,2024-05-19T12:43:00,COMPLETED,Maintenance work for task TASK-00249 on asset AST-213,S&T,TASK-00249
BLK-00121,SEC-004,SHADOW,2024-08-22T00:00:00,2024-08-22T01:30:00,2024-08-22T00:01:00,2024-08-22T01:40:00,COMPLETED,Maintenance work for task TASK-00250 on asset AST-213,S&T,TASK-00250
BLK-00122,SEC-004,TRAFFIC_BLOCK,2025-05-14T10:00:00,2025-05-14T13:00:00,2025-05-14T09:59:00,2025-05-14T13:24:00,COMPLETED,Maintenance work for task TASK-00251 on asset AST-213,S&T,TASK-00251
BLK-00123,SEC-004,SHADOW,2025-07-15T00:00:00,2025-07-15T01:30:00,2025-07-15T00:13:00,2025-07-15T01:44:00,COMPLETED,Maintenance work for task TASK-00252 on asset AST-213,S&T,TASK-00252
BLK-00124,SEC-004,SHADOW,2026-04-18T00:00:00,2026-04-18T01:30:00,2026-04-18T00:00:00,2026-04-18T01:30:00,COMPLETED,Follow-up maintenance work for task TASK-00255,S&T,TASK-00255
BLK-00125,SEC-004,TRAFFIC_BLOCK,2024-01-07T11:00:00,2024-01-07T14:00:00,2024-01-07T11:52:00,2024-01-07T14:34:00,COMPLETED,Maintenance work for task TASK-00256 on asset AST-214,S&T,TASK-00256
BLK-00126,SEC-004,SHADOW,2025-06-07T00:00:00,2025-06-07T01:30:00,2025-06-07T00:32:00,2025-06-07T02:05:00,COMPLETED,Maintenance work for task TASK-00257 on asset AST-214,S&T,TASK-00257
BLK-00127,SEC-003,SHADOW,2026-02-15T00:00:00,2026-02-15T01:30:00,2026-02-14T23:47:00,2026-02-15T01:38:00,COMPLETED,Maintenance work for task TASK-00260 on asset AST-217,S&T,TASK-00260
BLK-00128,SEC-003,TRAFFIC_BLOCK,2023-09-16T02:00:00,2023-09-16T05:00:00,2023-09-16T02:07:00,2023-09-16T05:22:00,COMPLETED,Maintenance work for task TASK-00262 on asset AST-221,S&T,TASK-00262
BLK-00129,SEC-003,SHADOW,2026-02-06T00:00:00,2026-02-06T01:30:00,2026-02-06T00:03:00,2026-02-06T01:24:00,COMPLETED,Maintenance work for task TASK-00265 on asset AST-221,S&T,TASK-00265
BLK-00130,SEC-003,SHADOW,2026-02-26T00:00:00,2026-02-26T01:30:00,2026-02-26T01:00:00,2026-02-26T02:30:00,COMPLETED,Maintenance work for task TASK-00269 on asset AST-224,S&T,TASK-00269
BLK-00131,SEC-006,POWER_BLOCK,2024-04-21T00:00:00,2024-04-21T02:00:00,2024-04-21T00:40:00,2024-04-21T02:30:00,COMPLETED,Maintenance work for task TASK-00274 on asset AST-227,TRD,TASK-00274
BLK-00132,SEC-006,POWER_BLOCK,2026-02-12T00:00:00,2026-02-12T02:00:00,2026-02-12T00:01:00,2026-02-12T02:28:00,COMPLETED,Maintenance work for task TASK-00275 on asset AST-227,TRD,TASK-00275
BLK-00133,SEC-002,TRAFFIC_BLOCK,2025-02-08T10:00:00,2025-02-08T13:00:00,2025-02-08T10:05:00,2025-02-08T13:05:00,COMPLETED,Follow-up maintenance work for task TASK-00277,S&T,TASK-00277
BLK-00134,SEC-002,SHADOW,2025-03-14T00:00:00,2025-03-14T01:30:00,2025-03-14T00:28:00,2025-03-14T02:15:00,COMPLETED,Maintenance work for task TASK-00278 on asset AST-228,S&T,TASK-00278
BLK-00135,SEC-002,SHADOW,2026-01-15T00:00:00,2026-01-15T01:30:00,2026-01-15T00:13:00,2026-01-15T01:43:00,COMPLETED,Follow-up maintenance work for task TASK-00280,S&T,TASK-00280
BLK-00136,SEC-006,POWER_BLOCK,2024-04-19T03:00:00,2024-04-19T07:00:00,2024-04-19T03:33:00,2024-04-19T08:32:00,COMPLETED,Maintenance work for task TASK-00281 on asset AST-229,TRD,TASK-00281
BLK-00137,SEC-006,POWER_BLOCK,2025-02-19T00:00:00,2025-02-19T02:00:00,2025-02-19T00:11:00,2025-02-19T02:11:00,COMPLETED,Follow-up maintenance work for task TASK-00283,TRD,TASK-00283
BLK-00138,SEC-001,SHADOW,2026-01-02T00:00:00,2026-01-02T02:00:00,2026-01-01T23:58:00,2026-01-02T01:57:00,COMPLETED,Maintenance work for task TASK-00284 on asset AST-230,ENGINEERING,TASK-00284
BLK-00139,SEC-006,POWER_BLOCK,2025-02-07T00:00:00,2025-02-07T02:00:00,2025-02-07T00:03:00,2025-02-07T01:55:00,COMPLETED,Maintenance work for task TASK-00289 on asset AST-232,TRD,TASK-00289
BLK-00140,SEC-006,POWER_BLOCK,2025-09-29T05:00:00,2025-09-29T09:00:00,2025-09-29T05:16:00,2025-09-29T09:55:00,COMPLETED,Maintenance work for task TASK-00290 on asset AST-232,TRD,TASK-00290
BLK-00141,SEC-006,SHADOW,2023-12-28T00:00:00,2023-12-28T01:30:00,2023-12-28T00:22:00,2023-12-28T01:52:00,COMPLETED,Follow-up maintenance work for task TASK-00295,S&T,TASK-00295
BLK-00142,SEC-001,TRAFFIC_BLOCK,2025-11-12T04:00:00,2025-11-12T08:00:00,2025-11-12T03:56:00,2025-11-12T08:15:00,COMPLETED,Maintenance work for task TASK-00296 on asset AST-235,ENGINEERING,TASK-00296
BLK-00143,SEC-005,SHADOW,2024-03-17T00:00:00,2024-03-17T02:00:00,2024-03-16T23:48:00,2024-03-17T01:39:00,COMPLETED,Maintenance work for task TASK-00297 on asset AST-236,ENGINEERING,TASK-00297
BLK-00144,SEC-005,SHADOW,2025-09-03T00:00:00,2025-09-03T02:00:00,2025-09-03T00:49:00,2025-09-03T03:04:00,COMPLETED,Maintenance work for task TASK-00298 on asset AST-236,ENGINEERING,TASK-00298
BLK-00145,SEC-005,SHADOW,2025-01-04T00:00:00,2025-01-04T02:00:00,2025-01-04T00:16:00,2025-01-04T02:19:00,COMPLETED,Maintenance work for task TASK-00299 on asset AST-237,ENGINEERING,TASK-00299
BLK-00146,SEC-001,SHADOW,2024-09-30T00:00:00,2024-09-30T01:30:00,2024-09-30T00:03:00,2024-09-30T01:33:00,COMPLETED,Follow-up maintenance work for task TASK-00301,S&T,TASK-00301
BLK-00147,SEC-001,TRAFFIC_BLOCK,2025-10-13T12:00:00,2025-10-13T15:00:00,2025-10-13T12:15:00,2025-10-13T15:32:00,COMPLETED,Maintenance work for task TASK-00302 on asset AST-239,S&T,TASK-00302
BLK-00148,SEC-001,TRAFFIC_BLOCK,2026-03-12T05:00:00,2026-03-12T08:00:00,2026-03-12T05:12:00,2026-03-12T08:07:00,COMPLETED,Maintenance work for task TASK-00303 on asset AST-239,S&T,TASK-00303
BLK-00149,SEC-005,TRAFFIC_BLOCK,2024-10-01T10:00:00,2024-10-01T14:00:00,2024-10-01T10:09:00,2024-10-01T15:05:00,COMPLETED,Maintenance work for task TASK-00304 on asset AST-244,ENGINEERING,TASK-00304
BLK-00150,SEC-002,SHADOW,2024-12-13T00:00:00,2024-12-13T01:30:00,2024-12-13T00:03:00,2024-12-13T01:37:00,COMPLETED,Maintenance work for task TASK-00305 on asset AST-245,S&T,TASK-00305
BLK-00151,SEC-005,SHADOW,2026-01-28T00:00:00,2026-01-28T02:00:00,2026-01-28T00:42:00,2026-01-28T03:07:00,COMPLETED,Maintenance work for task TASK-00308 on asset AST-246,ENGINEERING,TASK-00308
BLK-00152,SEC-003,POWER_BLOCK,2024-11-02T04:00:00,2024-11-02T08:00:00,2024-11-02T04:43:00,2024-11-02T08:38:00,COMPLETED,Maintenance work for task TASK-00309 on asset AST-247,TRD,TASK-00309
BLK-00153,SEC-003,POWER_BLOCK,2025-08-29T02:00:00,2025-08-29T06:00:00,2025-08-29T02:05:00,2025-08-29T05:41:00,COMPLETED,Maintenance work for task TASK-00310 on asset AST-247,TRD,TASK-00310
BLK-00154,SEC-002,TRAFFIC_BLOCK,2024-08-02T10:00:00,2024-08-02T13:00:00,2024-08-02T10:08:00,2024-08-02T12:56:00,COMPLETED,Maintenance work for task TASK-00312 on asset AST-248,S&T,TASK-00312
BLK-00155,SEC-002,TRAFFIC_BLOCK,2025-03-30T03:00:00,2025-03-30T06:00:00,2025-03-30T03:25:00,2025-03-30T06:32:00,COMPLETED,Maintenance work for task TASK-00313 on asset AST-248,S&T,TASK-00313
BLK-00156,SEC-003,POWER_BLOCK,2023-08-27T11:00:00,2023-08-27T15:00:00,2023-08-27T11:57:00,2023-08-27T15:45:00,COMPLETED,Maintenance work for task TASK-00314 on asset AST-249,TRD,TASK-00314
BLK-00157,SEC-005,SHADOW,2024-08-20T00:00:00,2024-08-20T01:30:00,2024-08-19T23:48:00,2024-08-20T01:29:00,COMPLETED,Maintenance work for task TASK-00316 on asset AST-251,S&T,TASK-00316
BLK-00158,SEC-002,TRAFFIC_BLOCK,2025-04-01T06:00:00,2025-04-01T09:00:00,2025-04-01T05:51:00,2025-04-01T09:07:00,COMPLETED,Maintenance work for task TASK-00323 on asset AST-256,S&T,TASK-00323
BLK-00159,SEC-002,TRAFFIC_BLOCK,2026-05-26T10:00:00,2026-05-26T13:00:00,2026-05-26T10:43:00,2026-05-26T13:29:00,COMPLETED,Maintenance work for task TASK-00324 on asset AST-256,S&T,TASK-00324
BLK-00160,SEC-005,POWER_BLOCK,2024-08-08T06:00:00,2024-08-08T10:00:00,2024-08-08T06:46:00,2024-08-08T10:41:00,COMPLETED,Maintenance work for task TASK-00327 on asset AST-259,TRD,TASK-00327
BLK-00161,SEC-005,POWER_BLOCK,2025-06-18T00:00:00,2025-06-18T02:00:00,2025-06-18T00:10:00,2025-06-18T02:10:00,COMPLETED,Follow-up maintenance work for task TASK-00329,TRD,TASK-00329
BLK-00162,SEC-004,SHADOW,2025-07-19T00:00:00,2025-07-19T01:30:00,2025-07-19T00:42:00,2025-07-19T02:16:00,COMPLETED,Maintenance work for task TASK-00333 on asset AST-260,S&T,TASK-00333
BLK-00163,SEC-001,SHADOW,2025-01-14T00:00:00,2025-01-14T02:00:00,2025-01-14T00:13:00,2025-01-14T02:13:00,COMPLETED,Follow-up maintenance work for task TASK-00339,ENGINEERING,TASK-00339
BLK-00164,SEC-005,TRAFFIC_BLOCK,2024-03-28T07:00:00,2024-03-28T10:00:00,2024-03-28T07:04:00,2024-03-28T10:04:00,COMPLETED,Follow-up maintenance work for task TASK-00341,S&T,TASK-00341
BLK-00165,SEC-005,SHADOW,2026-07-10T00:00:00,2026-07-10T01:30:00,2026-07-10T00:55:00,2026-07-10T02:33:00,COMPLETED,Maintenance work for task TASK-00342 on asset AST-264,S&T,TASK-00342
BLK-00166,SEC-002,TRAFFIC_BLOCK,2024-04-12T03:00:00,2024-04-12T07:00:00,2024-04-12T03:59:00,2024-04-12T07:56:00,COMPLETED,Maintenance work for task TASK-00344 on asset AST-268,ENGINEERING,TASK-00344
BLK-00167,SEC-001,POWER_BLOCK,2026-05-15T00:00:00,2026-05-15T02:00:00,2026-05-15T00:22:00,2026-05-15T02:17:00,COMPLETED,Maintenance work for task TASK-00345 on asset AST-269,TRD,TASK-00345
BLK-00168,SEC-005,TRAFFIC_BLOCK,2025-12-20T02:00:00,2025-12-20T06:00:00,2025-12-20T02:51:00,2025-12-20T07:49:00,COMPLETED,Maintenance work for task TASK-00346 on asset AST-270,ENGINEERING,TASK-00346
BLK-00169,SEC-001,SHADOW,2024-09-07T00:00:00,2024-09-07T01:30:00,2024-09-07T00:04:00,2024-09-07T01:34:00,COMPLETED,Follow-up maintenance work for task TASK-00348,S&T,TASK-00348
BLK-00170,SEC-001,SHADOW,2026-05-26T00:00:00,2026-05-26T01:30:00,2026-05-26T00:03:00,2026-05-26T01:32:00,COMPLETED,Maintenance work for task TASK-00352 on asset AST-271,S&T,TASK-00352
BLK-00171,SEC-001,TRAFFIC_BLOCK,2026-07-28T12:00:00,2026-07-28T15:00:00,2026-07-28T12:16:00,2026-07-28T15:16:00,COMPLETED,Follow-up maintenance work for task TASK-00354,S&T,TASK-00354
BLK-00172,SEC-002,SHADOW,2023-11-13T00:00:00,2023-11-13T01:30:00,2023-11-13T00:30:00,2023-11-13T02:05:00,COMPLETED,Maintenance work for task TASK-00359 on asset AST-276,S&T,TASK-00359
BLK-00173,SEC-001,SHADOW,2025-11-01T00:00:00,2025-11-01T02:00:00,2025-11-01T00:18:00,2025-11-01T02:36:00,COMPLETED,Maintenance work for task TASK-00360 on asset AST-277,ENGINEERING,TASK-00360
BLK-00174,SEC-003,SHADOW,2024-07-28T00:00:00,2024-07-28T01:30:00,2024-07-28T00:46:00,2024-07-28T02:15:00,COMPLETED,Maintenance work for task TASK-00362 on asset AST-278,S&T,TASK-00362
BLK-00175,SEC-003,TRAFFIC_BLOCK,2026-01-12T09:00:00,2026-01-12T12:00:00,2026-01-12T09:36:00,2026-01-12T12:31:00,COMPLETED,Maintenance work for task TASK-00363 on asset AST-278,S&T,TASK-00363
BLK-00176,SEC-004,TRAFFIC_BLOCK,2023-11-21T02:00:00,2023-11-21T05:00:00,2023-11-21T02:08:00,2023-11-21T05:47:00,COMPLETED,Maintenance work for task TASK-00365 on asset AST-280,S&T,TASK-00365
BLK-00177,SEC-005,TRAFFIC_BLOCK,2025-05-23T07:00:00,2025-05-23T10:00:00,2025-05-23T07:02:00,2025-05-23T10:22:00,COMPLETED,Maintenance work for task TASK-00369 on asset AST-281,S&T,TASK-00369
BLK-00178,SEC-001,TRAFFIC_BLOCK,2025-02-01T11:00:00,2025-02-01T15:00:00,2025-02-01T11:06:00,2025-02-01T14:47:00,COMPLETED,Maintenance work for task TASK-00370 on asset AST-282,ENGINEERING,TASK-00370
BLK-00179,SEC-002,SHADOW,2025-02-16T00:00:00,2025-02-16T02:00:00,2025-02-16T00:01:00,2025-02-16T02:27:00,COMPLETED,Maintenance work for task TASK-00371 on asset AST-284,ENGINEERING,TASK-00371
BLK-00180,SEC-001,TRAFFIC_BLOCK,2025-07-10T10:00:00,2025-07-10T13:00:00,2025-07-10T10:02:00,2025-07-10T13:02:00,COMPLETED,Follow-up maintenance work for task TASK-00377,S&T,TASK-00377
BLK-00181,SEC-006,TRAFFIC_BLOCK,2024-05-29T08:00:00,2024-05-29T12:00:00,2024-05-29T08:04:00,2024-05-29T12:04:00,COMPLETED,Follow-up maintenance work for task TASK-00380,ENGINEERING,TASK-00380
BLK-00182,SEC-002,TRAFFIC_BLOCK,2024-06-25T01:00:00,2024-06-25T04:00:00,2024-06-25T01:26:00,2024-06-25T04:26:00,COMPLETED,Follow-up maintenance work for task TASK-00382,S&T,TASK-00382
BLK-00183,SEC-003,TRAFFIC_BLOCK,2024-05-21T07:00:00,2024-05-21T10:00:00,2024-05-21T07:12:00,2024-05-21T10:31:00,COMPLETED,Maintenance work for task TASK-00390 on asset AST-293,S&T,TASK-00390
BLK-00184,SEC-001,POWER_BLOCK,2024-07-20T06:00:00,2024-07-20T10:00:00,2024-07-20T06:00:00,2024-07-20T09:48:00,COMPLETED,Maintenance work for task TASK-00391 on asset AST-294,TRD,TASK-00391
BLK-00185,SEC-001,POWER_BLOCK,2025-11-12T05:00:00,2025-11-12T09:00:00,2025-11-12T05:40:00,2025-11-12T09:57:00,COMPLETED,Maintenance work for task TASK-00392 on asset AST-294,TRD,TASK-00392
BLK-00186,SEC-006,SHADOW,2024-03-18T00:00:00,2024-03-18T02:00:00,2024-03-18T01:00:00,2024-03-18T03:19:00,COMPLETED,Maintenance work for task TASK-00393 on asset AST-295,ENGINEERING,TASK-00393
BLK-00187,SEC-006,SHADOW,2025-12-07T00:00:00,2025-12-07T02:00:00,2025-12-07T00:05:00,2025-12-07T02:15:00,COMPLETED,Maintenance work for task TASK-00394 on asset AST-295,ENGINEERING,TASK-00394
BLK-00188,SEC-005,TRAFFIC_BLOCK,2026-03-21T01:00:00,2026-03-21T04:00:00,2026-03-21T01:23:00,2026-03-21T05:01:00,COMPLETED,Maintenance work for task TASK-00395 on asset AST-296,S&T,TASK-00395
BLK-00189,SEC-002,TRAFFIC_BLOCK,2025-08-09T01:00:00,2025-08-09T05:00:00,2025-08-09T01:56:00,2025-08-09T06:23:00,COMPLETED,Maintenance work for task TASK-00397 on asset AST-298,ENGINEERING,TASK-00397
BLK-00190,SEC-003,SHADOW,2025-03-21T00:00:00,2025-03-21T01:30:00,2025-03-21T00:01:00,2025-03-21T01:23:00,COMPLETED,Maintenance work for task TASK-00399 on asset AST-299,S&T,TASK-00399
BLK-00191,SEC-004,SHADOW,2025-08-26T00:00:00,2025-08-26T01:30:00,2025-08-26T00:17:00,2025-08-26T01:59:00,COMPLETED,Maintenance work for task TASK-00400 on asset AST-300,S&T,TASK-00400
BLK-00192,SEC-004,SHADOW,2026-03-25T00:00:00,2026-03-25T01:30:00,2026-03-25T00:26:00,2026-03-25T02:08:00,COMPLETED,Maintenance work for task TASK-00401 on asset AST-300,S&T,TASK-00401
BLK-00193,SEC-001,TRAFFIC_BLOCK,2024-11-19T06:00:00,2024-11-19T10:00:00,2024-11-19T06:33:00,2024-11-19T11:13:00,COMPLETED,Maintenance work for task TASK-00402 on asset AST-301,ENGINEERING,TASK-00402
BLK-00194,SEC-004,SHADOW,2025-09-21T00:00:00,2025-09-21T01:30:00,2025-09-20T23:55:00,2025-09-21T01:21:00,COMPLETED,Maintenance work for task TASK-00404 on asset AST-302,S&T,TASK-00404
BLK-00195,SEC-001,POWER_BLOCK,2024-05-05T08:00:00,2024-05-05T12:00:00,2024-05-05T08:52:00,2024-05-05T13:08:00,COMPLETED,Maintenance work for task TASK-00405 on asset AST-303,TRD,TASK-00405
BLK-00196,SEC-001,POWER_BLOCK,2026-02-28T00:00:00,2026-02-28T02:00:00,2026-02-27T23:59:00,2026-02-28T01:58:00,COMPLETED,Maintenance work for task TASK-00406 on asset AST-303,TRD,TASK-00406
BLK-00197,SEC-001,POWER_BLOCK,2023-09-23T00:00:00,2023-09-23T02:00:00,2023-09-23T00:13:00,2023-09-23T02:31:00,COMPLETED,Maintenance work for task TASK-00409 on asset AST-305,TRD,TASK-00409
BLK-00198,SEC-001,POWER_BLOCK,2025-11-18T00:00:00,2025-11-18T02:00:00,2025-11-18T00:19:00,2025-11-18T02:19:00,COMPLETED,Follow-up maintenance work for task TASK-00411,TRD,TASK-00411
BLK-00199,SEC-004,SHADOW,2023-12-13T00:00:00,2023-12-13T02:00:00,2023-12-13T00:23:00,2023-12-13T02:13:00,COMPLETED,Maintenance work for task TASK-00412 on asset AST-307,ENGINEERING,TASK-00412
BLK-00200,SEC-004,TRAFFIC_BLOCK,2024-06-05T11:00:00,2024-06-05T15:00:00,2024-06-05T11:17:00,2024-06-05T15:39:00,COMPLETED,Maintenance work for task TASK-00413 on asset AST-307,ENGINEERING,TASK-00413
BLK-00201,SEC-003,SHADOW,2025-01-08T00:00:00,2025-01-08T02:00:00,2025-01-08T00:06:00,2025-01-08T02:06:00,COMPLETED,Follow-up maintenance work for task TASK-00415,ENGINEERING,TASK-00415
BLK-00202,SEC-002,POWER_BLOCK,2024-07-10T00:00:00,2024-07-10T02:00:00,2024-07-10T00:14:00,2024-07-10T02:13:00,COMPLETED,Maintenance work for task TASK-00417 on asset AST-311,TRD,TASK-00417
BLK-00203,SEC-003,SHADOW,2024-10-06T00:00:00,2024-10-06T01:30:00,2024-10-05T23:58:00,2024-10-06T01:24:00,COMPLETED,Maintenance work for task TASK-00418 on asset AST-312,S&T,TASK-00418
BLK-00204,SEC-003,TRAFFIC_BLOCK,2026-01-22T10:00:00,2026-01-22T13:00:00,2026-01-22T10:42:00,2026-01-22T13:52:00,COMPLETED,Maintenance work for task TASK-00421 on asset AST-312,S&T,TASK-00421
BLK-00205,SEC-003,TRAFFIC_BLOCK,2024-12-26T10:00:00,2024-12-26T13:00:00,2024-12-26T10:16:00,2024-12-26T13:58:00,COMPLETED,Maintenance work for task TASK-00424 on asset AST-316,S&T,TASK-00424
BLK-00206,SEC-001,SHADOW,2023-12-12T00:00:00,2023-12-12T02:00:00,2023-12-11T23:48:00,2023-12-12T02:11:00,COMPLETED,Maintenance work for task TASK-00425 on asset AST-318,ENGINEERING,TASK-00425
BLK-00207,SEC-001,POWER_BLOCK,2023-12-19T00:00:00,2023-12-19T02:00:00,2023-12-19T00:02:00,2023-12-19T02:10:00,COMPLETED,Maintenance work for task TASK-00426 on asset AST-319,TRD,TASK-00426
BLK-00208,SEC-005,POWER_BLOCK,2024-04-27T00:00:00,2024-04-27T02:00:00,2024-04-27T00:54:00,2024-04-27T02:56:00,COMPLETED,Maintenance work for task TASK-00431 on asset AST-324,TRD,TASK-00431
BLK-00209,SEC-006,POWER_BLOCK,2024-05-23T08:00:00,2024-05-23T12:00:00,2024-05-23T07:56:00,2024-05-23T12:32:00,COMPLETED,Maintenance work for task TASK-00435 on asset AST-328,TRD,TASK-00435
BLK-00210,SEC-006,POWER_BLOCK,2025-05-31T00:00:00,2025-05-31T02:00:00,2025-05-31T00:12:00,2025-05-31T02:12:00,COMPLETED,Follow-up maintenance work for task TASK-00437,TRD,TASK-00437
BLK-00211,SEC-003,TRAFFIC_BLOCK,2024-04-18T11:00:00,2024-04-18T15:00:00,2024-04-18T11:21:00,2024-04-18T15:21:00,COMPLETED,Follow-up maintenance work for task TASK-00439,ENGINEERING,TASK-00439
BLK-00212,SEC-001,SHADOW,2024-02-12T00:00:00,2024-02-12T02:00:00,2024-02-12T00:05:00,2024-02-12T02:05:00,COMPLETED,Follow-up maintenance work for task TASK-00441,ENGINEERING,TASK-00441
BLK-00213,SEC-001,POWER_BLOCK,2024-11-07T00:00:00,2024-11-07T02:00:00,2024-11-07T00:48:00,2024-11-07T03:07:00,COMPLETED,Maintenance work for task TASK-00442 on asset AST-332,TRD,TASK-00442
BLK-00214,SEC-001,SHADOW,2025-09-05T00:00:00,2025-09-05T02:00:00,2025-09-05T00:01:00,2025-09-05T02:01:00,COMPLETED,Follow-up maintenance work for task TASK-00449,ENGINEERING,TASK-00449
BLK-00215,SEC-002,TRAFFIC_BLOCK,2025-04-03T07:00:00,2025-04-03T11:00:00,2025-04-03T07:04:00,2025-04-03T11:21:00,COMPLETED,Maintenance work for task TASK-00450 on asset AST-335,ENGINEERING,TASK-00450
BLK-00216,SEC-001,SHADOW,2026-03-16T00:00:00,2026-03-16T02:00:00,2026-03-16T00:29:00,2026-03-16T02:29:00,COMPLETED,Follow-up maintenance work for task TASK-00454,ENGINEERING,TASK-00454
BLK-00217,SEC-006,TRAFFIC_BLOCK,2023-10-25T03:00:00,2023-10-25T06:00:00,2023-10-25T03:06:00,2023-10-25T05:59:00,COMPLETED,Maintenance work for task TASK-00456 on asset AST-341,S&T,TASK-00456
BLK-00218,SEC-006,SHADOW,2024-07-31T00:00:00,2024-07-31T01:30:00,2024-07-31T00:11:00,2024-07-31T01:41:00,COMPLETED,Follow-up maintenance work for task TASK-00458,S&T,TASK-00458
BLK-00219,SEC-004,SHADOW,2025-04-02T00:00:00,2025-04-02T01:30:00,2025-04-02T00:08:00,2025-04-02T01:38:00,COMPLETED,Follow-up maintenance work for task TASK-00461,S&T,TASK-00461
BLK-00220,SEC-005,SHADOW,2024-08-17T00:00:00,2024-08-17T01:30:00,2024-08-16T23:56:00,2024-08-17T01:31:00,COMPLETED,Maintenance work for task TASK-00467 on asset AST-345,S&T,TASK-00467
BLK-00221,SEC-006,SHADOW,2025-12-20T00:00:00,2025-12-20T01:30:00,2025-12-20T00:39:00,2025-12-20T02:18:00,COMPLETED,Maintenance work for task TASK-00471 on asset AST-348,S&T,TASK-00471
BLK-00222,SEC-006,TRAFFIC_BLOCK,2024-06-05T11:00:00,2024-06-05T15:00:00,2024-06-05T10:47:00,2024-06-05T15:33:00,COMPLETED,Maintenance work for task TASK-00475 on asset AST-349,ENGINEERING,TASK-00475
BLK-00223,SEC-006,TRAFFIC_BLOCK,2025-03-02T12:00:00,2025-03-02T16:00:00,2025-03-02T12:54:00,2025-03-02T17:42:00,COMPLETED,Maintenance work for task TASK-00476 on asset AST-349,ENGINEERING,TASK-00476
BLK-00224,SEC-006,SHADOW,2025-06-02T00:00:00,2025-06-02T02:00:00,2025-06-02T00:05:00,2025-06-02T02:17:00,COMPLETED,Maintenance work for task TASK-00477 on asset AST-349,ENGINEERING,TASK-00477
BLK-00225,SEC-003,POWER_BLOCK,2026-06-22T07:00:00,2026-06-22T11:00:00,2026-06-22T07:12:00,2026-06-22T11:12:00,COMPLETED,Follow-up maintenance work for task TASK-00479,TRD,TASK-00479
BLK-00226,SEC-004,TRAFFIC_BLOCK,2026-02-19T01:00:00,2026-02-19T04:00:00,2026-02-19T01:45:00,2026-02-19T04:27:00,COMPLETED,Maintenance work for task TASK-00489 on asset AST-358,S&T,TASK-00489
BLK-00227,SEC-005,TRAFFIC_BLOCK,2025-01-03T08:00:00,2025-01-03T12:00:00,2025-01-03T08:19:00,2025-01-03T12:25:00,COMPLETED,Maintenance work for task TASK-00491 on asset AST-360,ENGINEERING,TASK-00491
BLK-00228,SEC-001,TRAFFIC_BLOCK,2024-02-13T06:00:00,2024-02-13T09:00:00,2024-02-13T06:33:00,2024-02-13T10:05:00,COMPLETED,Maintenance work for task TASK-00500 on asset AST-365,S&T,TASK-00500
BLK-00229,SEC-003,POWER_BLOCK,2023-11-13T03:00:00,2023-11-13T07:00:00,2023-11-13T03:06:00,2023-11-13T07:06:00,COMPLETED,Follow-up maintenance work for task TASK-00503,TRD,TASK-00503
BLK-00230,SEC-005,TRAFFIC_BLOCK,2025-08-04T08:00:00,2025-08-04T11:00:00,2025-08-04T08:58:00,2025-08-04T12:35:00,COMPLETED,Maintenance work for task TASK-00509 on asset AST-370,S&T,TASK-00509
BLK-00231,SEC-002,TRAFFIC_BLOCK,2025-01-11T10:00:00,2025-01-11T14:00:00,2025-01-11T10:51:00,2025-01-11T15:40:00,COMPLETED,Maintenance work for task TASK-00512 on asset AST-372,ENGINEERING,TASK-00512
BLK-00232,SEC-005,TRAFFIC_BLOCK,2024-02-12T09:00:00,2024-02-12T12:00:00,2024-02-12T09:57:00,2024-02-12T13:19:00,COMPLETED,Maintenance work for task TASK-00517 on asset AST-374,S&T,TASK-00517
BLK-00233,SEC-005,TRAFFIC_BLOCK,2024-07-11T01:00:00,2024-07-11T04:00:00,2024-07-11T01:01:00,2024-07-11T03:56:00,COMPLETED,Maintenance work for task TASK-00518 on asset AST-374,S&T,TASK-00518
BLK-00234,SEC-005,SHADOW,2025-09-12T00:00:00,2025-09-12T01:30:00,2025-09-12T00:03:00,2025-09-12T01:33:00,COMPLETED,Follow-up maintenance work for task TASK-00520,S&T,TASK-00520
BLK-00235,SEC-004,POWER_BLOCK,2025-07-22T00:00:00,2025-07-22T02:00:00,2025-07-22T00:12:00,2025-07-22T02:12:00,COMPLETED,Follow-up maintenance work for task TASK-00523,TRD,TASK-00523
BLK-00236,SEC-002,POWER_BLOCK,2024-12-04T00:00:00,2024-12-04T02:00:00,2024-12-04T01:00:00,2024-12-04T03:14:00,COMPLETED,Maintenance work for task TASK-00527 on asset AST-386,TRD,TASK-00527
BLK-00237,SEC-002,POWER_BLOCK,2026-05-29T00:00:00,2026-05-29T02:00:00,2026-05-28T23:45:00,2026-05-29T02:12:00,COMPLETED,Maintenance work for task TASK-00528 on asset AST-386,TRD,TASK-00528
