defect_id,asset_id,detected_date,inspection_id,defect_type,severity_level,safety_effect,operational_effect,status,resolved_date
DEF-00781,AST-704,2025-07-01T00:00:00,INS-15866,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-07-31T01:07:00
DEF-00783,AST-706,2023-09-25T00:00:00,INS-15899,Poor Signal Aspect Visibility,MAJOR,Unstable aspect indication,Block Required,CLOSED,2023-09-29T02:33:00
DEF-00784,AST-706,2025-12-13T00:00:00,INS-15926,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-01-06T01:04:00
DEF-00789,AST-713,2024-07-20T00:00:00,INS-16023,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-08-14T01:10:00
DEF-00790,AST-713,2024-10-18T00:00:00,INS-16026,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-11-17T01:10:00
DEF-00791,AST-713,2025-08-14T00:00:00,INS-16036,REPETITIVE: Voltage Fluctuation,MINOR,No restriction,,CLOSED,2025-09-04T01:40:00
DEF-00792,AST-713,2025-11-12T00:00:00,INS-16039,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2025-11-20T01:49:00
DEF-00793,AST-713,2025-12-12T00:00:00,INS-16040,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-01-06T00:36:00
DEF-00794,AST-715,2023-08-11T00:00:00,INS-16066,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2023-08-31T00:56:00
DEF-00795,AST-715,2025-07-01T00:00:00,INS-16089,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-07-12T01:04:00
DEF-00796,AST-715,2026-04-27T00:00:00,INS-16099,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-05-10T00:41:00
DEF-00819,AST-738,2025-05-01T00:00:00,INS-16462,Poor Signal Aspect Visibility,MAJOR,Unstable aspect indication,Block Required,CLOSED,2025-05-08T01:38:00
DEF-00820,AST-738,2026-06-25T00:00:00,INS-16476,Poor Signal Aspect Visibility,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2026-06-25T12:59:00
DEF-00821,AST-739,2023-12-21T00:00:00,INS-16482,Voltage Fluctuation,MAJOR,Unstable aspect indication,Block Required,CLOSED,2023-12-24T02:17:00
DEF-00822,AST-739,2024-04-19T00:00:00,INS-16486,REPETITIVE: Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-05-13T00:50:00
DEF-00823,AST-739,2024-05-19T00:00:00,INS-16487,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2024-06-03T01:18:00
DEF-00824,AST-739,2026-07-08T00:00:00,INS-16513,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2026-07-30T00:40:00
DEF-00825,AST-742,2023-10-26T00:00:00,INS-16541,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2023-11-25T01:05:00
DEF-00826,AST-742,2024-10-20T00:00:00,INS-16553,Voltage Fluctuation,MINOR,No restriction,,CLOSED,2024-11-11T01:03:00
DEF-00827,AST-742,2025-04-18T00:00:00,INS-16559,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2025-05-09T00:56:00
DEF-00828,AST-742,2025-05-18T00:00:00,INS-16560,Voltage Fluctuation,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2025-05-18T14:38:00
DEF-00829,AST-742,2026-04-13T00:00:00,INS-16571,REPETITIVE: Voltage Fluctuation,MINOR,No restriction,,CLOSED,2026-05-09T00:55:00
DEF-00830,AST-743,2023-08-23T00:00:00,INS-16575,Poor Signal Aspect Visibility,MINOR,No restriction,,CLOSED,2023-09-11T00:47:00
DEF-00833,AST-746,2024-08-21T00:00:00,INS-16653,Poor Signal Aspect Visibility,MAJOR,Unstable aspect indication,Block Required,CLOSED,2024-08-27T02:14:00
DEF-00834,AST-746,2025-08-16T00:00:00,INS-16665,Poor Signal Aspect Visibility,CRITICAL,Signal aspect failures (Red default),Block Required,CLOSED,2025-08-16T08:05:00
DEF-00839,AST-040,2024-03-15T13:00:00,,Point Machine Jammed,CRITICAL,All signals red default,Block Required,CLOSED,2024-03-15T18:11:00
DEF-00840,AST-043,2026-04-08T16:00:00,,Point Machine Jammed,CRITICAL,All signals red default,Block Required,CLOSED,2026-04-08T20:31:00
DEF-00844,AST-076,2025-05-27T06:00:00,,Point Machine Jammed,CRITICAL,All signals red default,Block Required,CLOSED,2025-05-27T12:35:00
DEF-00847,AST-147,2025-01-23T04:00:00,,Lightning Surge Interlocking failure,MAJOR,All signals red default,Block Required,CLOSED,2025-01-23T08:15:00
DEF-00853,AST-256,2026-02-09T18:00:00,,Lightning Surge Interlocking failure,MAJOR,All signals red default,Block Required,CLOSED,2026-02-09T22:21:00
DEF-00856,AST-274,2025-12-21T06:00:00,,Track Circuit Cable Cut,MAJOR,All signals red default,Block Required,CLOSED,2025-12-21T09:25:00
DEF-00858,AST-316,2024-05-25T15:00:00,,Track Circuit Cable Cut,CRITICAL,All signals red default,Block Required,CLOSED,2024-05-25T18:29:00
DEF-00860,AST-341,2025-02-14T07:00:00,,Lightning Surge Interlocking failure,CRITICAL,All signals red default,Block Required,CLOSED,2025-02-14T10:17:00
DEF-00861,AST-358,2023-08-16T13:00:00,,Track Circuit Cable Cut,CRITICAL,All signals red default,Block Required,CLOSED,2023-08-16T16:37:00
DEF-00868,AST-409,2023-10-23T18:00:00,,Lightning Surge Interlocking failure,CRITICAL,All signals red default,Block Required,CLOSED,2023-10-23T23:13:00
DEF-00873,AST-483,2026-03-28T01:00:00,,Point Machine Jammed,MAJOR,All signals red default,Block Required,CLOSED,2026-03-28T06:14:00
DEF-00875,AST-485,2023-12-09T06:00:00,,Point Machine Jammed,MAJOR,All signals red default,Block Required,CLOSED,2023-12-09T09:35:00
DEF-00880,AST-589,2025-09-06T06:00:00,,Track Circuit Cable Cut,MAJOR,All signals red default,Block Required,CLOSED,2025-09-06T12:17:00
DEF-00886,AST-722,2026-07-22T23:00:00,,Point Machine Jammed,CRITICAL,All signals red default,Block Required,CLOSED,2026-07-23T05:13:00
DEF-00887,AST-738,2024-08-08T22:00:00,,Lightning Surge Interlocking failure,MAJOR,All signals red default,Block Required,CLOSED,2024-08-09T04:28:00
DEF-00005,AST-006,2025-01-29T00:00:00,INS-00122,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-01-29T04:52:00
DEF-00035,AST-034,2024-03-14T00:00:00,INS-00782,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-03-20T02:06:00
DEF-00036,AST-035,2025-11-16T00:00:00,INS-00810,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-11-16T14:09:00
DEF-00046,AST-045,2026-04-22T00:00:00,INS-01043,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2026-04-22T10:18:00
DEF-00051,AST-050,2025-08-02T00:00:00,INS-01130,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-08-12T11:07:00
DEF-00053,AST-052,2024-07-04T00:00:00,INS-01178,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-07-04T07:29:00
DEF-00054,AST-053,2025-11-19T00:00:00,INS-01205,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-11-19T04:40:00
DEF-00067,AST-064,2025-05-06T00:00:00,INS-01478,REPETITIVE: Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-05-10T00:00:00
DEF-00072,AST-073,2024-12-14T00:00:00,INS-01628,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-12-21T02:45:00
DEF-00110,AST-113,2024-04-25T00:00:00,INS-02516,REPETITIVE: OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-04-25T11:25:00
DEF-00111,AST-113,2026-06-14T00:00:00,INS-02529,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-06-21T02:16:00
DEF-00121,AST-121,2024-07-11T00:00:00,INS-02724,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-07-16T03:09:00
DEF-00127,AST-127,2024-08-23T00:00:00,INS-02835,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-08-23T10:35:00
DEF-00133,AST-135,2023-08-05T00:00:00,INS-03012,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2023-08-05T07:39:00
DEF-00134,AST-135,2025-11-22T00:00:00,INS-03026,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-11-28T02:10:00
DEF-00150,AST-156,2025-08-11T00:00:00,INS-03457,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-08-11T07:45:00
DEF-00153,AST-158,2025-03-14T00:00:00,INS-03508,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-03-16T02:31:00
DEF-00161,AST-169,2025-07-07T00:00:00,INS-03759,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-07-07T11:31:00
DEF-00164,AST-171,2023-10-19T00:00:00,INS-03803,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2023-10-24T02:06:00
DEF-00175,AST-183,2025-08-20T00:00:00,INS-04117,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-08-20T14:26:00
DEF-00177,AST-185,2025-05-14T00:00:00,INS-04169,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-05-21T02:29:00
DEF-00183,AST-193,2023-09-23T00:00:00,INS-04318,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2023-09-29T06:03:00
DEF-00184,AST-193,2025-09-12T00:00:00,INS-04330,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-09-12T15:44:00
DEF-00198,AST-202,2024-07-08T00:00:00,INS-04541,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-07-12T02:04:00
DEF-00203,AST-207,2025-06-15T00:00:00,INS-04644,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-06-15T06:09:00
DEF-00204,AST-207,2025-12-12T00:00:00,INS-04647,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-12-19T01:42:00
DEF-00206,AST-212,2026-01-09T00:00:00,INS-04763,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-01-16T02:24:00
DEF-00207,AST-212,2026-05-09T00:00:00,INS-04765,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-05-13T03:26:00
DEF-00230,AST-227,2024-04-18T00:00:00,INS-05128,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-04-21T02:30:00
DEF-00231,AST-227,2026-02-07T00:00:00,INS-05139,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-02-12T02:28:00
DEF-00235,AST-229,2024-04-19T00:00:00,INS-05183,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-04-19T08:32:00
DEF-00236,AST-229,2025-02-13T00:00:00,INS-05188,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-02-19T02:11:00
DEF-00242,AST-232,2025-02-01T00:00:00,INS-05255,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-02-07T01:55:00
DEF-00243,AST-232,2025-09-29T00:00:00,INS-05259,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-09-29T09:55:00
DEF-00260,AST-247,2024-11-02T00:00:00,INS-05600,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-11-02T08:38:00
DEF-00261,AST-247,2025-08-29T00:00:00,INS-05605,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-08-29T05:41:00
DEF-00265,AST-249,2023-08-27T00:00:00,INS-05648,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2023-08-27T15:45:00
DEF-00277,AST-259,2024-08-08T00:00:00,INS-05932,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-08-08T10:41:00
DEF-00278,AST-259,2025-06-04T00:00:00,INS-05937,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-06-18T02:10:00
DEF-00279,AST-259,2025-12-01T00:00:00,INS-05940,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-12-06T00:00:00
DEF-00291,AST-269,2026-05-13T00:00:00,INS-06172,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-05-15T02:17:00
DEF-00327,AST-294,2024-07-20T00:00:00,INS-06794,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-07-20T09:48:00
DEF-00328,AST-294,2025-11-12T00:00:00,INS-06802,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-11-12T09:57:00
DEF-00341,AST-303,2024-05-05T00:00:00,INS-07030,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-05-05T13:08:00
DEF-00342,AST-303,2026-02-24T00:00:00,INS-07041,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-02-28T01:58:00
DEF-00345,AST-305,2023-09-20T00:00:00,INS-07080,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2023-09-23T02:31:00
DEF-00346,AST-305,2025-11-08T00:00:00,INS-07093,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-11-18T02:19:00
DEF-00351,AST-311,2024-07-03T00:00:00,INS-07169,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-07-10T02:13:00
DEF-00358,AST-319,2023-12-13T00:00:00,INS-07367,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2023-12-19T02:10:00
DEF-00360,AST-321,2025-03-17T00:00:00,INS-07429,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-03-22T00:00:00
DEF-00363,AST-324,2024-04-20T00:00:00,INS-07490,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-04-27T02:56:00
DEF-00367,AST-328,2024-05-23T00:00:00,INS-07600,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-05-23T12:32:00
DEF-00368,AST-328,2025-05-18T00:00:00,INS-07606,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-05-31T02:12:00
DEF-00371,AST-332,2024-11-05T00:00:00,INS-07683,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-11-07T03:07:00
DEF-00400,AST-352,2026-06-13T00:00:00,INS-08180,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2026-06-22T11:12:00
DEF-00421,AST-366,2023-11-07T00:00:00,INS-08541,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2023-11-13T07:06:00
DEF-00422,AST-366,2025-08-28T00:00:00,INS-08552,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-08-28T12:00:00
DEF-00437,AST-377,2025-07-11T00:00:00,INS-08769,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-07-22T02:12:00
DEF-00441,AST-386,2024-11-30T00:00:00,INS-08967,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-12-04T03:14:00
DEF-00442,AST-386,2026-05-24T00:00:00,INS-08976,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-05-29T02:12:00
DEF-00453,AST-395,2025-04-23T00:00:00,INS-09185,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-04-27T02:29:00
DEF-00454,AST-395,2026-06-17T00:00:00,INS-09192,REPETITIVE: OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-06-20T02:17:00
DEF-00467,AST-407,2025-09-04T00:00:00,INS-09457,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-09-16T02:21:00
DEF-00475,AST-412,2024-10-16T00:00:00,INS-09567,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-10-20T02:33:00
DEF-00478,AST-416,2024-09-28T00:00:00,INS-09646,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-10-08T02:08:00
DEF-00479,AST-416,2026-01-21T00:00:00,INS-09654,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2026-01-21T09:40:00
DEF-00506,AST-442,2023-08-04T00:00:00,INS-10288,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2023-08-04T14:48:00
DEF-00507,AST-443,2024-03-29T00:00:00,INS-10311,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-04-05T03:03:00
DEF-00518,AST-458,2024-02-26T00:00:00,INS-10652,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-02-29T03:08:00
DEF-00526,AST-468,2025-03-15T00:00:00,INS-10894,REPETITIVE: OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-03-18T09:27:00
DEF-00527,AST-469,2026-05-27T00:00:00,INS-10920,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-05-30T03:12:00
DEF-00528,AST-473,2025-05-31T00:00:00,INS-10976,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-06-02T02:21:00
DEF-00529,AST-473,2026-05-26T00:00:00,INS-10982,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2026-06-05T11:03:00
DEF-00532,AST-476,2026-03-22T00:00:00,INS-11049,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-03-28T02:42:00
DEF-00533,AST-477,2025-03-05T00:00:00,INS-11061,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-03-09T02:52:00
DEF-00546,AST-484,2023-09-09T00:00:00,INS-11197,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2023-09-09T10:32:00
DEF-00557,AST-491,2023-11-05T00:00:00,INS-11337,OHE Mast Tilt Out of Alignment,MINOR,No restriction,,CLOSED,2023-11-23T00:49:00
DEF-00558,AST-491,2024-03-04T00:00:00,INS-11339,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-03-08T01:58:00
DEF-00559,AST-493,2024-12-15T00:00:00,INS-11374,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-12-23T02:22:00
DEF-00560,AST-493,2026-06-08T00:00:00,INS-11383,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-06-12T01:48:00
DEF-00566,AST-499,2024-10-25T00:00:00,INS-11475,REPETITIVE: OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-10-30T00:00:00
DEF-00567,AST-499,2026-06-17T00:00:00,INS-11485,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-06-25T02:20:00
DEF-00577,AST-505,2026-03-02T00:00:00,INS-11635,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-03-06T02:17:00
DEF-00594,AST-521,2025-06-01T00:00:00,INS-12015,REPETITIVE: Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-06-08T02:00:00
DEF-00595,AST-523,2025-03-06T00:00:00,INS-12051,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-03-06T16:41:00
DEF-00602,AST-530,2025-11-05T00:00:00,INS-12196,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-11-05T15:44:00
DEF-00603,AST-530,2026-01-04T00:00:00,INS-12197,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2026-01-11T14:25:00
DEF-00604,AST-532,2025-02-01T00:00:00,INS-12222,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-02-05T03:00:00
DEF-00605,AST-532,2025-11-28T00:00:00,INS-12227,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-11-28T08:27:00
DEF-00615,AST-540,2025-03-06T00:00:00,INS-12399,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-03-06T07:22:00
DEF-00626,AST-547,2025-03-12T00:00:00,INS-12539,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-03-15T02:14:00
DEF-00628,AST-550,2023-11-01T00:00:00,INS-12579,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2023-11-05T01:45:00
DEF-00629,AST-550,2024-08-27T00:00:00,INS-12584,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-09-02T06:26:00
DEF-00630,AST-550,2024-10-26T00:00:00,INS-12585,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-10-26T10:00:00
DEF-00631,AST-550,2026-04-19T00:00:00,INS-12594,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-04-23T01:57:00
DEF-00632,AST-551,2025-10-18T00:00:00,INS-12609,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-10-24T03:17:00
DEF-00633,AST-551,2026-02-15T00:00:00,INS-12611,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2026-02-26T02:30:00
DEF-00634,AST-554,2024-07-01T00:00:00,INS-12649,REPETITIVE: Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-07-01T08:49:00
DEF-00645,AST-562,2024-07-17T00:00:00,INS-12900,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-07-27T02:08:00
DEF-00646,AST-566,2025-12-15T00:00:00,INS-12971,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-12-19T02:31:00
DEF-00652,AST-570,2025-10-14T00:00:00,INS-13057,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-10-14T06:15:00
DEF-00667,AST-588,2025-03-13T00:00:00,INS-13453,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-03-13T08:24:00
DEF-00668,AST-588,2025-11-08T00:00:00,INS-13457,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-11-08T06:24:00
DEF-00674,AST-594,2024-01-21T00:00:00,INS-13580,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-01-25T02:29:00
DEF-00681,AST-601,2025-04-23T00:00:00,INS-13734,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-05-07T02:25:00
DEF-00682,AST-602,2024-02-21T00:00:00,INS-13745,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2024-02-27T02:52:00
DEF-00683,AST-602,2025-06-15T00:00:00,INS-13753,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-06-19T02:38:00
DEF-00693,AST-612,2024-01-21T00:00:00,INS-14004,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-01-21T09:20:00
DEF-00694,AST-613,2025-04-04T00:00:00,INS-14030,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-04-04T09:24:00
DEF-00695,AST-613,2026-07-28T00:00:00,INS-14038,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,OPEN,
DEF-00705,AST-622,2025-01-16T00:00:00,INS-14174,Contact Wire Thickness Under Min Limit,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-01-18T02:15:00
DEF-00706,AST-622,2025-11-12T00:00:00,INS-14179,OHE Mast Tilt Out of Alignment,MAJOR,Unstable OHE contact pressure,Block Required,CLOSED,2025-11-14T02:59:00
DEF-00709,AST-630,2024-10-20T00:00:00,INS-14305,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-10-20T16:33:00
DEF-00711,AST-632,2024-03-28T00:00:00,INS-14331,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2024-03-31T16:22:00
DEF-00712,AST-632,2026-07-16T00:00:00,INS-14345,REPETITIVE: OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2026-07-16T14:56:00
DEF-00716,AST-634,2025-02-28T00:00:00,INS-14392,Contact Wire Thickness Under Min Limit,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2025-02-28T16:00:00
DEF-00724,AST-645,2023-10-19T00:00:00,INS-14665,OHE Mast Tilt Out of Alignment,CRITICAL,Pantograph entanglement risk,Block Required,CLOSED,2023-10-19T09:09:00
