forecast_id,section_id,forecast_date,forecast_hour,estimated_goods_trains_count,confidence_score,generated_at
FC-000348,SEC-003,2026-05-05,11,1,0.82,2026-05-04T12:00:00
FC-000349,SEC-003,2026-05-05,12,1,0.92,2026-05-04T12:00:00
FC-000350,SEC-003,2026-05-05,13,1,0.86,2026-05-04T12:00:00
FC-000351,SEC-003,2026-05-05,14,0,0.92,2026-05-04T12:00:00
FC-000352,SEC-003,2026-05-05,15,0,0.77,2026-05-04T12:00:00
FC-000353,SEC-003,2026-05-05,16,0,0.87,2026-05-04T12:00:00
FC-000354,SEC-003,2026-05-05,17,2,0.88,2026-05-04T12:00:00
FC-000355,SEC-003,2026-05-05,18,1,0.77,2026-05-04T12:00:00
FC-000356,SEC-003,2026-05-05,19,2,0.77,2026-05-04T12:00:00
FC-000357,SEC-003,2026-05-05,20,0,0.82,2026-05-04T12:00:00
FC-000358,SEC-003,2026-05-05,21,0,0.74,2026-05-04T12:00:00
FC-000359,SEC-003,2026-05-05,22,1,0.83,2026-05-04T12:00:00
FC-000360,SEC-003,2026-05-05,23,1,0.82,2026-05-04T12:00:00
FC-000361,SEC-004,2026-05-05,0,4,0.85,2026-05-04T12:00:00
FC-000362,SEC-004,2026-05-05,1,1,0.74,2026-05-04T12:00:00
FC-000363,SEC-004,2026-05-05,2,1,0.77,2026-05-04T12:00:00
FC-000364,SEC-004,2026-05-05,3,1,0.81,2026-05-04T12:00:00
FC-000365,SEC-004,2026-05-05,4,1,0.87,2026-05-04T12:00:00
FC-000366,SEC-004,2026-05-05,5,0,0.87,2026-05-04T12:00:00
FC-000367,SEC-004,2026-05-05,6,1,0.93,2026-05-04T12:00:00
FC-000368,SEC-004,2026-05-05,7,2,0.72,2026-05-04T12:00:00
FC-000369,SEC-004,2026-05-05,8,0,0.78,2026-05-04T12:00:00
FC-000370,SEC-004,2026-05-05,9,0,0.8,2026-05-04T12:00:00
FC-000371,SEC-004,2026-05-05,10,0,0.8,2026-05-04T12:00:00
FC-000372,SEC-004,2026-05-05,11,0,0.8,2026-05-04T12:00:00
FC-000373,SEC-004,2026-05-05,12,0,0.84,2026-05-04T12:00:00
FC-000374,SEC-004,2026-05-05,13,1,0.84,2026-05-04T12:00:00
FC-000375,SEC-004,2026-05-05,14,1,0.77,2026-05-04T12:00:00
FC-000376,SEC-004,2026-05-05,15,2,0.92,2026-05-04T12:00:00
FC-000377,SEC-004,2026-05-05,16,0,0.87,2026-05-04T12:00:00
FC-000378,SEC-004,2026-05-05,17,0,0.79,2026-05-04T12:00:00
FC-000379,SEC-004,2026-05-05,18,1,0.75,2026-05-04T12:00:00
FC-000380,SEC-004,2026-05-05,19,0,0.81,2026-05-04T12:00:00
FC-000381,SEC-004,2026-05-05,20,0,0.94,2026-05-04T12:00:00
FC-000382,SEC-004,2026-05-05,21,0,0.92,2026-05-04T12:00:00
FC-000383,SEC-004,2026-05-05,22,2,0.75,2026-05-04T12:00:00
FC-000384,SEC-004,2026-05-05,23,1,0.79,2026-05-04T12:00:00
FC-000385,SEC-005,2026-05-05,0,5,0.91,2026-05-04T12:00:00
FC-000386,SEC-005,2026-05-05,1,1,0.73,2026-05-04T12:00:00
FC-000387,SEC-005,2026-05-05,2,0,0.94,2026-05-04T12:00:00
FC-000388,SEC-005,2026-05-05,3,1,0.85,2026-05-04T12:00:00
FC-000389,SEC-005,2026-05-05,4,2,0.92,2026-05-04T12:00:00
FC-000390,SEC-005,2026-05-05,5,0,0.94,2026-05-04T12:00:00
FC-000391,SEC-005,2026-05-05,6,0,0.93,2026-05-04T12:00:00
FC-000392,SEC-005,2026-05-05,7,0,0.84,2026-05-04T12:00:00
FC-000393,SEC-005,2026-05-05,8,1,0.83,2026-05-04T12:00:00
FC-000394,SEC-005,2026-05-05,9,0,0.89,2026-05-04T12:00:00
FC-000395,SEC-005,2026-05-05,10,1,0.84,2026-05-04T12:00:00
FC-000396,SEC-005,2026-05-05,11,3,0.85,2026-05-04T12:00:00
FC-000397,SEC-005,2026-05-05,12,0,0.74,2026-05-04T12:00:00
FC-000398,SEC-005,2026-05-05,13,0,0.95,2026-05-04T12:00:00
FC-000399,SEC-005,2026-05-05,14,0,0.74,2026-05-04T12:00:00
FC-000400,SEC-005,2026-05-05,15,0,0.72,2026-05-04T12:00:00
FC-000401,SEC-005,2026-05-05,16,0,0.74,2026-05-04T12:00:00
FC-000402,SEC-005,2026-05-05,17,0,0.8,2026-05-04T12:00:00
FC-000403,SEC-005,2026-05-05,18,1,0.78,2026-05-04T12:00:00
FC-000404,SEC-005,2026-05-05,19,0,0.93,2026-05-04T12:00:00
FC-000405,SEC-005,2026-05-05,20,0,0.88,2026-05-04T12:00:00
FC-000406,SEC-005,2026-05-05,21,1,0.84,2026-05-04T12:00:00
FC-000407,SEC-005,2026-05-05,22,2,0.79,2026-05-04T12:00:00
FC-000408,SEC-005,2026-05-05,23,1,0.82,2026-05-04T12:00:00
FC-000409,SEC-006,2026-05-05,0,2,0.71,2026-05-04T12:00:00
FC-000410,SEC-006,2026-05-05,1,3,0.94,2026-05-04T12:00:00
FC-000411,SEC-006,2026-05-05,2,1,0.8,2026-05-04T12:00:00
FC-000412,SEC-006,2026-05-05,3,0,0.74,2026-05-04T12:00:00
FC-000413,SEC-006,2026-05-05,4,3,0.78,2026-05-04T12:00:00
FC-000414,SEC-006,2026-05-05,5,0,0.91,2026-05-04T12:00:00
FC-000415,SEC-006,2026-05-05,6,1,0.73,2026-05-04T12:00:00
FC-000416,SEC-006,2026-05-05,7,0,0.75,2026-05-04T12:00:00
FC-000417,SEC-006,2026-05-05,8,1,0.78,2026-05-04T12:00:00
FC-000418,SEC-006,2026-05-05,9,0,0.73,2026-05-04T12:00:00
FC-000419,SEC-006,2026-05-05,10,0,0.94,2026-05-04T12:00:00
FC-000420,SEC-006,2026-05-05,11,0,0.83,2026-05-04T12:00:00
FC-000421,SEC-006,2026-05-05,12,2,0.77,2026-05-04T12:00:00
FC-000422,SEC-006,2026-05-05,13,1,0.76,2026-05-04T12:00:00
FC-000423,SEC-006,2026-05-05,14,1,0.87,2026-05-04T12:00:00
FC-000424,SEC-006,2026-05-05,15,0,0.9,2026-05-04T12:00:00
FC-000425,SEC-006,2026-05-05,16,1,0.75,2026-05-04T12:00:00
FC-000426,SEC-006,2026-05-05,17,0,0.93,2026-05-04T12:00:00
FC-000427,SEC-006,2026-05-05,18,0,0.76,2026-05-04T12:00:00
FC-000428,SEC-006,2026-05-05,19,2,0.88,2026-05-04T12:00:00
FC-000429,SEC-006,2026-05-05,20,0,0.72,2026-05-04T12:00:00
FC-000430,SEC-006,2026-05-05,21,0,0.74,2026-05-04T12:00:00
FC-000431,SEC-006,2026-05-05,22,1,0.92,2026-05-04T12:00:00
FC-000432,SEC-006,2026-05-05,23,1,0.73,2026-05-04T12:00:00
FC-000433,SEC-001,2026-05-06,0,0,0.71,2026-05-05T12:00:00
FC-000434,SEC-001,2026-05-06,1,1,0.76,2026-05-05T12:00:00
FC-000435,SEC-001,2026-05-06,2,1,0.71,2026-05-05T12:00:00
FC-000436,SEC-001,2026-05-06,3,2,0.95,2026-05-05T12:00:00
FC-000437,SEC-001,2026-05-06,4,2,0.84,2026-05-05T12:00:00
FC-000438,SEC-001,2026-05-06,5,2,0.83,2026-05-05T12:00:00
FC-000439,SEC-001,2026-05-06,6,0,0.86,2026-05-05T12:00:00
FC-000440,SEC-001,2026-05-06,7,0,0.74,2026-05-05T12:00:00
FC-000441,SEC-001,2026-05-06,8,1,0.82,2026-05-05T12:00:00
FC-000442,SEC-001,2026-05-06,9,0,0.85,2026-05-05T12:00:00
FC-000443,SEC-001,2026-05-06,10,1,0.86,2026-05-05T12:00:00
FC-000444,SEC-001,2026-05-06,11,1,0.81,2026-05-05T12:00:00
FC-000445,SEC-001,2026-05-06,12,1,0.9,2026-05-05T12:00:00
FC-000446,SEC-001,2026-05-06,13,0,0.82,2026-05-05T12:00:00
FC-000447,SEC-001,2026-05-06,14,1,0.75,2026-05-05T12:00:00
FC-000448,SEC-001,2026-05-06,15,0,0.75,2026-05-05T12:00:00
FC-000449,SEC-001,2026-05-06,16,0,0.72,2026-05-05T12:00:00
FC-000450,SEC-001,2026-05-06,17,1,0.74,2026-05-05T12:00:00
FC-000451,SEC-001,2026-05-06,18,0,0.89,2026-05-05T12:00:00
FC-000452,SEC-001,2026-05-06,19,2,0.71,2026-05-05T12:00:00
FC-000453,SEC-001,2026-05-06,20,0,0.85,2026-05-05T12:00:00
FC-000454,SEC-001,2026-05-06,21,0,0.92,2026-05-05T12:00:00
FC-000455,SEC-001,2026-05-06,22,1,0.82,2026-05-05T12:00:00
FC-000456,SEC-001,2026-05-06,23,8,0.72,2026-05-05T12:00:00
FC-000457,SEC-002,2026-05-06,0,2,0.82,2026-05-05T12:00:00
FC-000458,SEC-002,2026-05-06,1,2,0.92,2026-05-05T12:00:00
FC-000459,SEC-002,2026-05-06,2,6,0.87,2026-05-05T12:00:00
FC-000460,SEC-002,2026-05-06,3,1,0.94,2026-05-05T12:00:00
FC-000461,SEC-002,2026-05-06,4,2,0.76,2026-05-05T12:00:00
FC-000462,SEC-002,2026-05-06,5,1,0.73,2026-05-05T12:00:00
FC-000463,SEC-002,2026-05-06,6,0,0.88,2026-05-05T12:00:00
FC-000464,SEC-002,2026-05-06,7,0,0.73,2026-05-05T12:00:00
FC-000465,SEC-002,2026-05-06,8,1,0.85,2026-05-05T12:00:00
FC-000466,SEC-002,2026-05-06,9,0,0.8,2026-05-05T12:00:00
FC-000467,SEC-002,2026-05-06,10,1,0.84,2026-05-05T12:00:00
FC-000468,SEC-002,2026-05-06,11,0,0.91,2026-05-05T12:00:00
FC-000469,SEC-002,2026-05-06,12,1,0.94,2026-05-05T12:00:00
FC-000470,SEC-002,2026-05-06,13,1,0.84,2026-05-05T12:00:00
FC-000471,SEC-002,2026-05-06,14,1,0.9,2026-05-05T12:00:00
FC-000472,SEC-002,2026-05-06,15,1,0.72,2026-05-05T12:00:00
FC-000473,SEC-002,2026-05-06,16,0,0.74,2026-05-05T12:00:00
FC-000474,SEC-002,2026-05-06,17,0,0.83,2026-05-05T12:00:00
FC-000475,SEC-002,2026-05-06,18,0,0.95,2026-05-05T12:00:00
FC-000476,SEC-002,2026-05-06,19,1,0.95,2026-05-05T12:00:00
FC-000477,SEC-002,2026-05-06,20,0,0.89,2026-05-05T12:00:00
FC-000478,SEC-002,2026-05-06,21,0,0.79,2026-05-05T12:00:00
FC-000479,SEC-002,2026-05-06,22,3,0.9,2026-05-05T12:00:00
FC-000480,SEC-002,2026-05-06,23,1,0.78,2026-05-05T12:00:00
FC-000481,SEC-003,2026-05-06,0,2,0.93,2026-05-05T12:00:00
FC-000482,SEC-003,2026-05-06,1,1,0.77,2026-05-05T12:00:00
FC-000483,SEC-003,2026-05-06,2,4,0.79,2026-05-05T12:00:00
FC-000484,SEC-003,2026-05-06,3,1,0.8,2026-05-05T12:00:00
FC-000485,SEC-003,2026-05-06,4,1,0.77,2026-05-05T12:00:00
FC-000486,SEC-003,2026-05-06,5,0,0.87,2026-05-05T12:00:00
FC-000487,SEC-003,2026-05-06,6,0,0.86,2026-05-05T12:00:00
FC-000488,SEC-003,2026-05-06,7,0,0.93,2026-05-05T12:00:00
FC-000489,SEC-003,2026-05-06,8,0,0.91,2026-05-05T12:00:00
FC-000490,SEC-003,2026-05-06,9,0,0.87,2026-05-05T12:00:00
FC-000491,SEC-003,2026-05-06,10,0,0.71,2026-05-05T12:00:00
FC-000492,SEC-003,2026-05-06,11,0,0.92,2026-05-05T12:00:00
FC-000493,SEC-003,2026-05-06,12,0,0.71,2026-05-05T12:00:00
FC-000494,SEC-003,2026-05-06,13,0,0.82,2026-05-05T12:00:00
FC-000495,SEC-003,2026-05-06,14,0,0.92,2026-05-05T12:00:00
FC-000496,SEC-003,2026-05-06,15,0,0.84,2026-05-05T12:00:00
FC-000497,SEC-003,2026-05-06,16,1,0.88,2026-05-05T12:00:00
FC-000498,SEC-003,2026-05-06,17,1,0.94,2026-05-05T12:00:00
FC-000499,SEC-003,2026-05-06,18,0,0.85,2026-05-05T12:00:00
FC-000500,SEC-003,2026-05-06,19,0,0.74,2026-05-05T12:00:00
FC-000501,SEC-003,2026-05-06,20,0,0.92,2026-05-05T12:00:00
FC-000502,SEC-003,2026-05-06,21,0,0.92,2026-05-05T12:00:00
FC-000503,SEC-003,2026-05-06,22,1,0.82,2026-05-05T12:00:00
FC-000504,SEC-003,2026-05-06,23,4,0.88,2026-05-05T12:00:00
FC-000505,SEC-004,2026-05-06,0,1,0.88,2026-05-05T12:00:00
FC-000506,SEC-004,2026-05-06,1,3,0.71,2026-05-05T12:00:00
FC-000507,SEC-004,2026-05-06,2,0,0.93,2026-05-05T12:00:00
FC-000508,SEC-004,2026-05-06,3,1,0.78,2026-05-05T12:00:00
FC-000509,SEC-004,2026-05-06,4,3,0.76,2026-05-05T12:00:00
FC-000510,SEC-004,2026-05-06,5,0,0.88,2026-05-05T12:00:00
FC-000511,SEC-004,2026-05-06,6,0,0.73,2026-05-05T12:00:00
FC-000512,SEC-004,2026-05-06,7,1,0.74,2026-05-05T12:00:00
FC-000513,SEC-004,2026-05-06,8,0,0.89,2026-05-05T12:00:00
FC-000514,SEC-004,2026-05-06,9,0,0.94,2026-05-05T12:00:00
FC-000515,SEC-004,2026-05-06,10,0,0.74,2026-05-05T12:00:00
FC-000516,SEC-004,2026-05-06,11,0,0.77,2026-05-05T12:00:00
FC-000517,SEC-004,2026-05-06,12,1,0.77,2026-05-05T12:00:00
FC-000518,SEC-004,2026-05-06,13,0,0.89,2026-05-05T12:00:00
FC-000519,SEC-004,2026-05-06,14,0,0.9,2026-05-05T12:00:00
FC-000520,SEC-004,2026-05-06,15,0,0.93,2026-05-05T12:00:00
FC-000521,SEC-004,2026-05-06,16,2,0.86,2026-05-05T12:00:00
FC-000522,SEC-004,2026-05-06,17,1,0.76,2026-05-05T12:00:00
FC-000523,SEC-004,2026-05-06,18,0,0.7,2026-05-05T12:00:00
FC-000524,SEC-004,2026-05-06,19,0,0.84,2026-05-05T12:00:00
FC-000525,SEC-004,2026-05-06,20,0,0.84,2026-05-05T12:00:00
FC-000526,SEC-004,2026-05-06,21,0,0.78,2026-05-05T12:00:00
FC-000527,SEC-004,2026-05-06,22,2,0.9,2026-05-05T12:00:00
FC-000528,SEC-004,2026-05-06,23,4,0.82,2026-05-05T12:00:00
FC-000529,SEC-005,2026-05-06,0,3,0.81,2026-05-05T12:00:00
FC-000530,SEC-005,2026-05-06,1,0,0.76,2026-05-05T12:00:00
FC-000531,SEC-005,2026-05-06,2,2,0.79,2026-05-05T12:00:00
FC-000532,SEC-005,2026-05-06,3,0,0.87,2026-05-05T12:00:00
FC-000533,SEC-005,2026-05-06,4,3,0.83,2026-05-05T12:00:00
FC-000534,SEC-005,2026-05-06,5,0,0.84,2026-05-05T12:00:00
FC-000535,SEC-005,2026-05-06,6,1,0.94,2026-05-05T12:00:00
FC-000536,SEC-005,2026-05-06,7,0,0.78,2026-05-05T12:00:00
FC-000537,SEC-005,2026-05-06,8,0,0.72,2026-05-05T12:00:00
FC-000538,SEC-005,2026-05-06,9,0,0.75,2026-05-05T12:00:00
FC-000539,SEC-005,2026-05-06,10,0,0.7,2026-05-05T12:00:00
FC-000540,SEC-005,2026-05-06,11,0,0.81,2026-05-05T12:00:00
FC-000541,SEC-005,2026-05-06,12,1,0.8,2026-05-05T12:00:00
FC-000542,SEC-005,2026-05-06,13,1,0.82,2026-05-05T12:00:00
FC-000543,SEC-005,2026-05-06,14,0,0.93,2026-05-05T12:00:00
FC-000544,SEC-005,2026-05-06,15,0,0.7,2026-05-05T12:00:00
FC-000545,SEC-005,2026-05-06,16,0,0.87,2026-05-05T12:00:00
FC-000546,SEC-005,2026-05-06,17,0,0.91,2026-05-05T12:00:00
FC-000547,SEC-005,2026-05-06,18,0,0.94,2026-05-05T12:00:00
FC-000548,SEC-005,2026-05-06,19,0,0.81,2026-05-05T12:00:00
FC-000549,SEC-005,2026-05-06,20,0,0.82,2026-05-05T12:00:00
FC-000550,SEC-005,2026-05-06,21,1,0.73,2026-05-05T12:00:00
FC-000551,SEC-005,2026-05-06,22,4,0.85,2026-05-05T12:00:00
FC-000552,SEC-005,2026-05-06,23,1,0.88,2026-05-05T12:00:00
FC-000553,SEC-006,2026-05-06,0,2,0.82,2026-05-05T12:00:00
FC-000554,SEC-006,2026-05-06,1,1,0.77,2026-05-05T12:00:00
FC-000555,SEC-006,2026-05-06,2,2,0.7,2026-05-05T12:00:00
FC-000556,SEC-006,2026-05-06,3,1,0.8,2026-05-05T12:00:00
FC-000557,SEC-006,2026-05-06,4,2,0.77,2026-05-05T12:00:00
FC-000558,SEC-006,2026-05-06,5,0,0.87,2026-05-05T12:00:00
FC-000559,SEC-006,2026-05-06,6,0,0.79,2026-05-05T12:00:00
FC-000560,SEC-006,2026-05-06,7,2,0.76,2026-05-05T12:00:00
FC-000561,SEC-006,2026-05-06,8,0,0.87,2026-05-05T12:00:00
FC-000562,SEC-006,2026-05-06,9,0,0.75,2026-05-05T12:00:00
FC-000563,SEC-006,2026-05-06,10,0,0.72,2026-05-05T12:00:00
FC-000564,SEC-006,2026-05-06,11,2,0.94,2026-05-05T12:00:00
FC-000565,SEC-006,2026-05-06,12,0,0.79,2026-05-05T12:00:00
FC-000566,SEC-006,2026-05-06,13,0,0.78,2026-05-05T12:00:00
FC-000567,SEC-006,2026-05-06,14,0,0.87,2026-05-05T12:00:00
FC-000568,SEC-006,2026-05-06,15,2,0.78,2026-05-05T12:00:00
FC-000569,SEC-006,2026-05-06,16,0,0.83,2026-05-05T12:00:00
FC-000570,SEC-006,2026-05-06,17,2,0.84,2026-05-05T12:00:00
FC-000571,SEC-006,2026-05-06,18,0,0.72,2026-05-05T12:00:00
FC-000572,SEC-006,2026-05-06,19,0,0.86,2026-05-05T12:00:00
FC-000573,SEC-006,2026-05-06,20,0,0.84,2026-05-05T12:00:00
FC-000574,SEC-006,2026-05-06,21,0,0.9,2026-05-05T12:00:00
FC-000575,SEC-006,2026-05-06,22,3,0.83,2026-05-05T12:00:00
FC-000576,SEC-006,2026-05-06,23,0,0.91,2026-05-05T12:00:00
FC-000577,SEC-001,2026-05-07,0,3,0.88,2026-05-06T12:00:00
FC-000578,SEC-001,2026-05-07,1,3,0.71,2026-05-06T12:00:00
FC-000579,SEC-001,2026-05-07,2,4,0.73,2026-05-06T12:00:00
FC-000580,SEC-001,2026-05-07,3,2,0.91,2026-05-06T12:00:00
FC-000581,SEC-001,2026-05-07,4,0,0.76,2026-05-06T12:00:00
FC-000582,SEC-001,2026-05-07,5,2,0.79,2026-05-06T12:00:00
FC-000583,SEC-001,2026-05-07,6,0,0.72,2026-05-06T12:00:00
FC-000584,SEC-001,2026-05-07,7,1,0.87,2026-05-06T12:00:00
FC-000585,SEC-001,2026-05-07,8,0,0.89,2026-05-06T12:00:00
FC-000586,SEC-001,2026-05-07,9,0,0.92,2026-05-06T12:00:00
FC-000587,SEC-001,2026-05-07,10,0,0.95,2026-05-06T12:00:00
FC-000588,SEC-001,2026-05-07,11,0,0.86,2026-05-06T12:00:00
FC-000589,SEC-001,2026-05-07,12,0,0.75,2026-05-06T12:00:00
FC-000590,SEC-001,2026-05-07,13,1,0.86,2026-05-06T12:00:00
FC-000591,SEC-001,2026-05-07,14,2,0.93,2026-05-06T12:00:00
FC-000592,SEC-001,2026-05-07,15,0,0.88,2026-05-06T12:00:00
FC-000593,SEC-001,2026-05-07,16,0,0.79,2026-05-06T12:00:00
FC-000594,SEC-001,2026-05-07,17,0,0.76,2026-05-06T12:00:00
FC-000595,SEC-001,2026-05-07,18,0,0.94,2026-05-06T12:00:00
FC-000596,SEC-001,2026-05-07,19,0,0.82,2026-05-06T12:00:00
FC-000597,SEC-001,2026-05-07,20,1,0.87,2026-05-06T12:00:00
FC-000598,SEC-001,2026-05-07,21,0,0.9,2026-05-06T12:00:00
FC-000599,SEC-001,2026-05-07,22,2,0.77,2026-05-06T12:00:00
FC-000600,SEC-001,2026-05-07,23,1,0.78,2026-05-06T12:00:00
FC-000601,SEC-002,2026-05-07,0,4,0.87,2026-05-06T12:00:00
FC-000602,SEC-002,2026-05-07,1,2,0.82,2026-05-06T12:00:00
FC-000603,SEC-002,2026-05-07,2,0,0.85,2026-05-06T12:00:00
FC-000604,SEC-002,2026-05-07,3,3,0.72,2026-05-06T12:00:00
FC-000605,SEC-002,2026-05-07,4,0,0.74,2026-05-06T12:00:00
FC-000606,SEC-002,2026-05-07,5,1,0.93,2026-05-06T12:00:00
FC-000607,SEC-002,2026-05-07,6,0,0.72,2026-05-06T12:00:00
FC-000608,SEC-002,2026-05-07,7,1,0.94,2026-05-06T12:00:00
FC-000609,SEC-002,2026-05-07,8,0,0.84,2026-05-06T12:00:00
FC-000610,SEC-002,2026-05-07,9,1,0.91,2026-05-06T12:00:00
FC-000611,SEC-002,2026-05-07,10,0,0.78,2026-05-06T12:00:00
FC-000612,SEC-002,2026-05-07,11,2,0.75,2026-05-06T12:00:00
FC-000613,SEC-002,2026-05-07,12,1,0.86,2026-05-06T12:00:00
FC-000614,SEC-002,2026-05-07,13,0,0.89,2026-05-06T12:00:00
FC-000615,SEC-002,2026-05-07,14,1,0.76,2026-05-06T12:00:00
FC-000616,SEC-002,2026-05-07,15,0,0.87,2026-05-06T12:00:00
FC-000617,SEC-002,2026-05-07,16,1,0.94,2026-05-06T12:00:00
FC-000618,SEC-002,2026-05-07,17,0,0.73,2026-05-06T12:00:00
FC-000619,SEC-002,2026-05-07,18,1,0.74,2026-05-06T12:00:00
FC-000620,SEC-002,2026-05-07,19,0,0.78,2026-05-06T12:00:00
FC-000621,SEC-002,2026-05-07,20,0,0.83,2026-05-06T12:00:00
FC-000622,SEC-002,2026-05-07,21,1,0.88,2026-05-06T12:00:00
FC-000623,SEC-002,2026-05-07,22,5,0.85,2026-05-06T12:00:00
FC-000624,SEC-002,2026-05-07,23,1,0.79,2026-05-06T12:00:00
FC-000625,SEC-003,2026-05-07,0,5,0.78,2026-05-06T12:00:00
FC-000626,SEC-003,2026-05-07,1,3,0.9,2026-05-06T12:00:00
FC-000627,SEC-003,2026-05-07,2,1,0.75,2026-05-06T12:00:00
FC-000628,SEC-003,2026-05-07,3,3,0.82,2026-05-06T12:00:00
FC-000629,SEC-003,2026-05-07,4,0,0.85,2026-05-06T12:00:00
FC-000630,SEC-003,2026-05-07,5,1,0.82,2026-05-06T12:00:00
FC-000631,SEC-003,2026-05-07,6,0,0.83,2026-05-06T12:00:00
FC-000632,SEC-003,2026-05-07,7,1,0.83,2026-05-06T12:00:00
FC-000633,SEC-003,2026-05-07,8,2,0.72,2026-05-06T12:00:00
FC-000634,SEC-003,2026-05-07,9,1,0.88,2026-05-06T12:00:00
FC-000635,SEC-003,2026-05-07,10,1,0.83,2026-05-06T12:00:00
FC-000636,SEC-003,2026-05-07,11,1,0.71,2026-05-06T12:00:00
FC-000637,SEC-003,2026-05-07,12,0,0.8,2026-05-06T12:00:00
FC-000638,SEC-003,2026-05-07,13,0,0.72,2026-05-06T12:00:00
FC-000639,SEC-003,2026-05-07,14,0,0.84,2026-05-06T12:00:00
FC-000640,SEC-003,2026-05-07,15,1,0.94,2026-05-06T12:00:00
FC-000641,SEC-003,2026-05-07,16,1,0.92,2026-05-06T12:00:00
FC-000642,SEC-003,2026-05-07,17,0,0.84,2026-05-06T12:00:00
FC-000643,SEC-003,2026-05-07,18,1,0.77,2026-05-06T12:00:00
FC-000644,SEC-003,2026-05-07,19,0,0.78,2026-05-06T12:00:00
FC-000645,SEC-003,2026-05-07,20,0,0.82,2026-05-06T12:00:00
FC-000646,SEC-003,2026-05-07,21,0,0.9,2026-05-06T12:00:00
FC-000647,SEC-003,2026-05-07,22,2,0.72,2026-05-06T12:00:00
FC-000648,SEC-003,2026-05-07,23,4,0.86,2026-05-06T12:00:00
FC-000649,SEC-004,2026-05-07,0,3,0.95,2026-05-06T12:00:00
FC-000650,SEC-004,2026-05-07,1,0,0.89,2026-05-06T12:00:00
FC-000651,SEC-004,2026-05-07,2,3,0.77,2026-05-06T12:00:00
FC-000652,SEC-004,2026-05-07,3,3,0.82,2026-05-06T12:00:00
FC-000653,SEC-004,2026-05-07,4,1,0.92,2026-05-06T12:00:00
FC-000654,SEC-004,2026-05-07,5,0,0.93,2026-05-06T12:00:00
FC-000655,SEC-004,2026-05-07,6,0,0.82,2026-05-06T12:00:00
FC-000656,SEC-004,2026-05-07,7,1,0.8,2026-05-06T12:00:00
FC-000657,SEC-004,2026-05-07,8,1,0.83,2026-05-06T12:00:00
FC-000658,SEC-004,2026-05-07,9,0,0.86,2026-05-06T12:00:00
FC-000659,SEC-004,2026-05-07,10,0,0.79,2026-05-06T12:00:00
FC-000660,SEC-004,2026-05-07,11,0,0.78,2026-05-06T12:00:00
FC-000661,SEC-004,2026-05-07,12,0,0.88,2026-05-06T12:00:00
FC-000662,SEC-004,2026-05-07,13,0,0.87,2026-05-06T12:00:00
FC-000663,SEC-004,2026-05-07,14,0,0.78,2026-05-06T12:00:00
FC-000664,SEC-004,2026-05-07,15,2,0.9,2026-05-06T12:00:00
FC-000665,SEC-004,2026-05-07,16,1,0.92,2026-05-06T12:00:00
FC-000666,SEC-004,2026-05-07,17,0,0.77,2026-05-06T12:00:00
FC-000667,SEC-004,2026-05-07,18,0,0.94,2026-05-06T12:00:00
FC-000668,SEC-004,2026-05-07,19,0,0.76,2026-05-06T12:00:00
FC-000669,SEC-004,2026-05-07,20,0,0.74,2026-05-06T12:00:00
FC-000670,SEC-004,2026-05-07,21,1,0.82,2026-05-06T12:00:00
FC-000671,SEC-004,2026-05-07,22,1,0.79,2026-05-06T12:00:00
FC-000672,SEC-004,2026-05-07,23,1,0.72,2026-05-06T12:00:00
FC-000673,SEC-005,2026-05-07,0,1,0.94,2026-05-06T12:00:00
FC-000674,SEC-005,2026-05-07,1,2,0.88,2026-05-06T12:00:00
FC-000675,SEC-005,2026-05-07,2,3,0.78,2026-05-06T12:00:00
FC-000676,SEC-005,2026-05-07,3,1,0.79,2026-05-06T12:00:00
FC-000677,SEC-005,2026-05-07,4,3,0.82,2026-05-06T12:00:00
FC-000678,SEC-005,2026-05-07,5,1,0.71,2026-05-06T12:00:00
FC-000679,SEC-005,2026-05-07,6,0,0.72,2026-05-06T12:00:00
FC-000680,SEC-005,2026-05-07,7,0,0.86,2026-05-06T12:00:00
FC-000681,SEC-005,2026-05-07,8,1,0.9,2026-05-06T12:00:00
FC-000682,SEC-005,2026-05-07,9,0,0.95,2026-05-06T12:00:00
FC-000683,SEC-005,2026-05-07,10,0,0.74,2026-05-06T12:00:00
FC-000684,SEC-005,2026-05-07,11,0,0.8,2026-05-06T12:00:00
FC-000685,SEC-005,2026-05-07,12,0,0.89,2026-05-06T12:00:00
FC-000686,SEC-005,2026-05-07,13,0,0.84,2026-05-06T12:00:00
FC-000687,SEC-005,2026-05-07,14,0,0.72,2026-05-06T12:00:00
FC-000688,SEC-005,2026-05-07,15,0,0.71,2026-05-06T12:00:00
FC-000689,SEC-005,2026-05-07,16,1,0.79,2026-05-06T12:00:00
FC-000690,SEC-005,2026-05-07,17,0,0.81,2026-05-06T12:00:00
FC-000691,SEC-005,2026-05-07,18,1,0.9,2026-05-06T12:00:00
FC-000692,SEC-005,2026-05-07,19,1,0.74,2026-05-06T12:00:00
FC-000693,SEC-005,2026-05-07,20,1,0.71,2026-05-06T12:00:00
FC-000694,SEC-005,2026-05-07,21,0,0.78,2026-05-06T12:00:00
FC-000695,SEC-005,2026-05-07,22,3,0.8,2026-05-06T12:00:00
