history_id,task_id,actual_start,actual_end,work_done,completion_status,actual_duration_minutes,team_lead
HIST-00618,TASK-00642,2025-10-12T01:51:00,2025-10-12T06:44:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,293,T-102
HIST-00619,TASK-00643,2026-01-13T00:25:00,2026-01-13T02:37:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,132,T-301 (OHE Gang)
HIST-00625,TASK-00650,2024-07-04T03:59:00,2024-07-04T08:09:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,250,T-302
HIST-00629,TASK-00655,2024-10-14T04:04:00,2024-10-14T08:42:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,278,T-202
HIST-00631,TASK-00657,2025-02-01T00:06:00,2025-02-01T01:06:00,Rectified deferred defect: Track Parameter Deviation.,COMPLETED,60,T-102
HIST-00630,TASK-00656,2025-01-26T00:00:00,2025-01-26T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-302
HIST-00632,TASK-00658,2026-04-07T12:00:00,2026-04-07T16:11:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,251,T-102
HIST-00638,TASK-00664,2023-12-30T00:17:00,2023-12-30T02:18:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,121,T-302
HIST-00640,TASK-00667,2024-09-26T07:23:00,2024-09-26T11:23:00,Rectified deferred defect: Track Parameter Deviation.,COMPLETED,240,T-201 (Signal Staff)
HIST-00639,TASK-00666,2024-09-23T07:00:00,2024-09-23T07:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-302
HIST-00660,TASK-00690,2026-03-20T23:52:00,2026-03-21T02:19:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,147,T-102
HIST-00662,TASK-00692,2024-01-20T03:48:00,2024-01-20T08:22:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,274,T-201 (Signal Staff)
HIST-00664,TASK-00694,2025-10-20T06:08:00,2025-10-20T10:08:00,Rectified deferred defect: Track Parameter Deviation.,COMPLETED,240,T-201 (Signal Staff)
HIST-00663,TASK-00693,2025-10-11T06:00:00,2025-10-11T06:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-201 (Signal Staff)
HIST-00666,TASK-00696,2026-01-15T02:51:00,2026-01-15T07:13:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,262,T-302
HIST-00676,TASK-00706,2024-04-11T00:31:00,2024-04-11T02:57:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,146,T-201 (Signal Staff)
HIST-00677,TASK-00707,2026-07-07T00:16:00,2026-07-07T01:20:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,64,T-101 (Engineering Gang)
HIST-00678,TASK-00708,2024-10-25T05:32:00,2024-10-25T10:28:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,296,T-201 (Signal Staff)
HIST-00679,TASK-00709,2025-02-16T00:18:00,2025-02-16T01:28:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,70,T-101 (Engineering Gang)
HIST-00689,TASK-00719,2023-11-16T05:48:00,2023-11-16T09:38:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,230,T-301 (OHE Gang)
HIST-00690,TASK-00720,2024-05-16T00:22:00,2024-05-16T02:44:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,142,T-102
HIST-00692,TASK-00722,2026-05-19T00:17:00,2026-05-19T02:17:00,Rectified deferred defect: REPETITIVE: Excessive Rail Wear.,COMPLETED,120,T-102
HIST-00691,TASK-00721,2026-05-11T00:00:00,2026-05-11T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-201 (Signal Staff)
HIST-00693,TASK-00723,2025-05-03T10:04:00,2025-05-03T15:00:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,296,T-201 (Signal Staff)
HIST-00696,TASK-00726,2024-03-03T12:49:00,2024-03-03T16:27:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,218,T-201 (Signal Staff)
HIST-00698,TASK-00728,2025-07-26T00:03:00,2025-07-26T02:04:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,121,T-301 (OHE Gang)
HIST-00699,TASK-00729,2024-12-30T04:09:00,2024-12-30T08:45:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,276,T-202
HIST-00700,TASK-00730,2025-07-15T00:04:00,2025-07-15T01:03:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,59,T-201 (Signal Staff)
HIST-00702,TASK-00732,2025-10-05T00:23:00,2025-10-05T02:23:00,Rectified deferred defect: Excessive Rail Wear.,COMPLETED,120,T-101 (Engineering Gang)
HIST-00701,TASK-00731,2025-09-30T00:00:00,2025-09-30T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-302
HIST-00703,TASK-00733,2025-04-01T08:56:00,2025-04-01T12:50:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,234,T-202
HIST-00708,TASK-00738,2023-10-07T23:45:00,2023-10-08T02:01:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,136,T-102
HIST-00710,TASK-00740,2025-12-29T00:47:00,2025-12-29T01:58:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,71,T-201 (Signal Staff)
HIST-00720,TASK-00751,2025-11-05T00:03:00,2025-11-05T02:03:00,Rectified deferred defect: Track Parameter Deviation.,COMPLETED,120,T-102
HIST-00719,TASK-00750,2025-10-29T00:00:00,2025-10-29T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-101 (Engineering Gang)
HIST-00735,TASK-00767,2026-04-18T04:07:00,2026-04-18T08:17:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,250,T-102
HIST-00742,TASK-00775,2023-10-03T00:04:00,2023-10-03T02:04:00,Rectified deferred defect: REPETITIVE: Excessive Rail Wear.,COMPLETED,120,T-302
HIST-00741,TASK-00774,2023-09-25T00:00:00,2023-09-25T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-301 (OHE Gang)
HIST-00746,TASK-00780,2024-10-29T00:34:00,2024-10-29T02:48:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,134,T-302
HIST-00752,TASK-00786,2024-04-04T06:30:00,2024-04-04T10:30:00,Rectified deferred defect: Track Parameter Deviation.,COMPLETED,240,T-201 (Signal Staff)
HIST-00751,TASK-00785,2024-03-26T06:00:00,2024-03-26T06:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-101 (Engineering Gang)
HIST-00763,TASK-00798,2024-12-09T01:53:00,2024-12-09T06:42:00,Rectified defect: REPETITIVE: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,289,T-201 (Signal Staff)
HIST-00773,TASK-00808,2023-11-22T00:26:00,2023-11-22T02:52:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,146,T-302
HIST-00792,TASK-00828,2024-09-03T00:49:00,2024-09-03T03:11:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,142,T-102
HIST-00793,TASK-00829,2025-01-16T11:57:00,2025-01-16T16:18:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,261,T-202
HIST-00797,TASK-00835,2025-06-06T00:55:00,2025-06-06T02:55:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,120,T-102
HIST-00798,TASK-00836,2026-05-26T01:35:00,2026-05-26T05:33:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,238,T-301 (OHE Gang)
HIST-00802,TASK-00840,2025-03-30T02:03:00,2025-03-30T06:03:00,Rectified deferred defect: Track Parameter Deviation.,COMPLETED,240,T-202
HIST-00801,TASK-00839,2025-03-20T02:00:00,2025-03-20T02:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-202
HIST-00803,TASK-00841,2026-01-10T09:26:00,2026-01-10T14:04:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,278,T-101 (Engineering Gang)
HIST-00805,TASK-00843,2023-11-22T00:54:00,2023-11-22T02:59:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,125,T-202
HIST-00815,TASK-00854,2024-10-11T00:02:00,2024-10-11T02:02:00,Rectified deferred defect: Excessive Rail Wear.,COMPLETED,120,T-102
HIST-00814,TASK-00853,2024-10-03T00:00:00,2024-10-03T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-302
HIST-00828,TASK-00867,2024-12-10T00:11:00,2024-12-10T02:25:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,134,T-302
HIST-00831,TASK-00870,2025-08-24T00:40:00,2025-08-24T02:47:00,Rectified defect: REPETITIVE: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,127,T-301 (OHE Gang)
HIST-00834,TASK-00873,2025-09-03T11:13:00,2025-09-03T15:13:00,Rectified deferred defect: Excessive Rail Wear.,COMPLETED,240,T-102
HIST-00833,TASK-00872,2025-08-26T11:00:00,2025-08-26T11:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-101 (Engineering Gang)
HIST-00838,TASK-00877,2025-12-26T23:54:00,2025-12-27T02:01:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,127,T-102
HIST-00840,TASK-00879,2026-07-18T00:10:00,2026-07-18T01:10:00,Rectified deferred defect: Track Parameter Deviation.,COMPLETED,60,T-302
HIST-00839,TASK-00878,2026-07-10T00:00:00,2026-07-10T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-202
HIST-00845,TASK-00884,2026-03-29T00:56:00,2026-03-29T02:06:00,Rectified defect: REPETITIVE: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,70,T-301 (OHE Gang)
HIST-00851,TASK-00891,2024-04-10T00:05:00,2024-04-10T01:12:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,67,T-301 (OHE Gang)
HIST-00860,TASK-00900,2025-03-09T00:57:00,2025-03-09T05:35:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,278,T-201 (Signal Staff)
HIST-00862,TASK-00902,2024-08-13T08:21:00,2024-08-13T12:21:00,Rectified deferred defect: Excessive Rail Wear.,COMPLETED,240,T-201 (Signal Staff)
HIST-00861,TASK-00901,2024-08-09T08:00:00,2024-08-09T08:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-301 (OHE Gang)
HIST-00873,TASK-00913,2024-07-07T00:42:00,2024-07-07T03:02:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,140,T-302
HIST-00878,TASK-00918,2023-12-20T00:06:00,2023-12-20T01:17:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,71,T-101 (Engineering Gang)
HIST-00879,TASK-00919,2024-02-25T08:59:00,2024-02-25T13:17:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,258,T-102
HIST-00882,TASK-00922,2026-01-26T00:12:00,2026-01-26T02:20:00,Rectified defect: REPETITIVE: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,128,T-101 (Engineering Gang)
HIST-00884,TASK-00924,2024-12-09T00:19:00,2024-12-09T02:19:00,Rectified deferred defect: Excessive Rail Wear.,COMPLETED,120,T-101 (Engineering Gang)
HIST-00883,TASK-00923,2024-11-30T00:00:00,2024-11-30T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-102
HIST-00895,TASK-00935,2024-02-21T05:09:00,2024-02-21T09:15:00,Rectified defect: REPETITIVE: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,246,T-102
HIST-00896,TASK-00936,2024-11-20T00:48:00,2024-11-20T03:05:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,137,T-302
HIST-00897,TASK-00937,2025-06-16T05:14:00,2025-06-16T08:58:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,224,T-102
HIST-00898,TASK-00938,2025-12-15T00:12:00,2025-12-15T02:19:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,127,T-302
HIST-00910,TASK-00950,2024-05-26T07:58:00,2024-05-26T12:26:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,268,T-101 (Engineering Gang)
HIST-00913,TASK-00953,2025-10-26T23:52:00,2025-10-27T01:49:00,Rectified defect: Excessive Rail Wear. Restored parameter to nominal bounds.,COMPLETED,117,T-102
HIST-00914,TASK-00954,2026-05-07T23:57:00,2026-05-08T01:08:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,71,T-202
HIST-00915,TASK-00955,2026-07-18T08:00:00,2026-07-18T11:46:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,226,T-102
HIST-00917,TASK-00957,2024-02-21T01:18:00,2024-02-21T05:18:00,Rectified deferred defect: Excessive Rail Wear.,COMPLETED,240,T-202
HIST-00916,TASK-00956,2024-02-18T01:00:00,2024-02-18T01:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-202
HIST-00919,TASK-00959,2025-11-20T00:13:00,2025-11-20T02:13:00,Rectified deferred defect: Excessive Rail Wear.,COMPLETED,120,T-102
HIST-00918,TASK-00958,2025-11-13T00:00:00,2025-11-13T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-301 (OHE Gang)
HIST-00920,TASK-00960,2026-02-07T12:48:00,2026-02-07T17:31:00,Rectified defect: REPETITIVE: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,283,T-202
HIST-00923,TASK-00963,2024-03-15T00:42:00,2024-03-15T02:36:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,114,T-302
HIST-00925,TASK-00965,2025-06-13T05:26:00,2025-06-13T09:26:00,Rectified deferred defect: Track Parameter Deviation.,COMPLETED,240,T-102
HIST-00924,TASK-00964,2025-06-05T05:00:00,2025-06-05T05:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-201 (Signal Staff)
HIST-00926,TASK-00966,2026-03-25T00:24:00,2026-03-25T01:23:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,59,T-201 (Signal Staff)
HIST-00930,TASK-00972,2025-06-18T00:03:00,2025-06-18T01:02:00,Rectified defect: Track Parameter Deviation. Restored parameter to nominal bounds.,COMPLETED,59,T-302
HIST-00932,TASK-00974,2023-08-16T00:04:00,2023-08-16T02:04:00,Rectified deferred defect: Excessive Rail Wear.,COMPLETED,120,T-202
HIST-00931,TASK-00973,2023-08-13T00:00:00,2023-08-13T00:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-202
HIST-00958,TASK-01001,2025-10-01T03:22:00,2025-10-01T07:22:00,Rectified deferred defect: Track Parameter Deviation.,COMPLETED,240,T-201 (Signal Staff)
HIST-00957,TASK-01000,2025-09-24T03:00:00,2025-09-24T03:00:00,Task deferred: Scheduled window could not be granted due to traffic overhead.,DEFERRED,0,T-302
HIST-00959,TASK-01002,2025-05-15T10:14:00,2025-05-15T13:30:00,Emergency restoration completed for ad-hoc fault: Sudden Rail Fracture,COMPLETED,196,T-201 (Signal Staff)
HIST-00960,TASK-01003,2025-05-11T07:22:00,2025-05-11T10:23:00,Emergency restoration completed for ad-hoc fault: Turnout Obstruction,COMPLETED,181,T-202
HIST-00964,TASK-01007,2024-09-20T09:11:00,2024-09-20T12:31:00,Emergency restoration completed for ad-hoc fault: Sleeper Dislodgement,COMPLETED,200,T-102
HIST-00968,TASK-01011,2023-12-31T23:30:00,2024-01-01T02:49:00,Emergency restoration completed for ad-hoc fault: Sleeper Dislodgement,COMPLETED,199,T-202
HIST-00969,TASK-01012,2026-02-18T21:19:00,2026-02-19T00:30:00,Emergency restoration completed for ad-hoc fault: Sudden Rail Fracture,COMPLETED,191,T-202
HIST-00971,TASK-01014,2025-07-12T21:11:00,2025-07-13T00:29:00,Emergency restoration completed for ad-hoc fault: Sleeper Dislodgement,COMPLETED,198,T-202
HIST-00972,TASK-01015,2026-03-25T23:13:00,2026-03-26T02:34:00,Emergency restoration completed for ad-hoc fault: Turnout Obstruction,COMPLETED,201,T-201 (Signal Staff)
HIST-00975,TASK-01018,2025-12-16T14:05:00,2025-12-16T17:13:00,Emergency restoration completed for ad-hoc fault: Sleeper Dislodgement,COMPLETED,188,T-301 (OHE Gang)
HIST-00978,TASK-01021,2023-09-21T05:09:00,2023-09-21T08:23:00,Emergency restoration completed for ad-hoc fault: Sleeper Dislodgement,COMPLETED,194,T-202
HIST-00985,TASK-01028,2025-12-14T05:27:00,2025-12-14T08:48:00,Emergency restoration completed for ad-hoc fault: Sleeper Dislodgement,COMPLETED,201,T-102
HIST-00986,TASK-01029,2024-10-01T10:30:00,2024-10-01T13:38:00,Emergency restoration completed for ad-hoc fault: Turnout Obstruction,COMPLETED,188,T-202
HIST-00987,TASK-01030,2025-12-13T08:03:00,2025-12-13T11:06:00,Emergency restoration completed for ad-hoc fault: Sudden Rail Fracture,COMPLETED,183,T-101 (Engineering Gang)
HIST-00989,TASK-01032,2023-12-09T12:21:00,2023-12-09T15:42:00,Emergency restoration completed for ad-hoc fault: Sudden Rail Fracture,COMPLETED,201,T-302
HIST-00990,TASK-01033,2024-06-10T08:17:00,2024-06-10T11:26:00,Emergency restoration completed for ad-hoc fault: Sudden Rail Fracture,COMPLETED,189,T-302
HIST-00992,TASK-01035,2025-06-11T13:08:00,2025-06-11T15:59:00,Emergency restoration completed for ad-hoc fault: Turnout Obstruction,COMPLETED,171,T-201 (Signal Staff)
HIST-00993,TASK-01036,2024-03-15T18:12:00,2024-03-15T21:32:00,Emergency restoration completed for ad-hoc fault: Turnout Obstruction,COMPLETED,200,T-101 (Engineering Gang)
HIST-01001,TASK-01044,2024-07-02T19:23:00,2024-07-02T22:26:00,Emergency restoration completed for ad-hoc fault: Sudden Rail Fracture,COMPLETED,183,T-102
HIST-01002,TASK-01045,2026-01-03T09:23:00,2026-01-03T12:21:00,Emergency restoration completed for ad-hoc fault: Turnout Obstruction,COMPLETED,178,T-101 (Engineering Gang)
HIST-01005,TASK-01048,2025-10-06T23:19:00,2025-10-07T02:15:00,Emergency restoration completed for ad-hoc fault: Turnout Obstruction,COMPLETED,176,T-102
HIST-01007,TASK-01050,2026-06-29T17:02:00,2026-06-29T20:24:00,Emergency restoration completed for ad-hoc fault: Sudden Rail Fracture,COMPLETED,202,T-101 (Engineering Gang)
HIST-01008,TASK-01051,2024-01-13T23:16:00,2024-01-14T02:39:00,Emergency restoration completed for ad-hoc fault: Sleeper Dislodgement,COMPLETED,203,T-302
HIST-01024,TASK-01067,2023-12-14T00:22:00,2023-12-14T05:19:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,297,T-102
HIST-01025,TASK-01068,2024-12-13T00:01:00,2024-12-13T04:50:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,289,T-102
HIST-01026,TASK-01069,2025-12-12T23:40:00,2025-12-13T04:26:00,Routine PM: Annual Track Parameter Tamping & Alignment Check.,COMPLETED,286,T-302
